# Program:featureCounts v2.0.6; Command:"featureCounts" "-Q" "20" "-s" "2" "-p" "-a" "/storage/projects/QUO1015788/ref/REF_cds.gtf" "-T" "5" "-F" "SAF" "-o" "/storage/projects/QUO1015788/2630_A/2630_A_cds" "/storage/projects/QUO1015788/2630_A/2630_A.sam" 
Geneid	Chr	Start	End	Strand	Length	/storage/projects/QUO1015788/2630_A/2630_A.sam
PFLU_5066	OV986001.1	5565137	5565461	-	325	994
PFLU_5067	OV986001.1	5565489	5565876	-	388	1525
PFLU_5068	OV986001.1	5565975	5567190	-	1216	3463
PFLU_5069	OV986001.1	5567240	5567918	-	679	982
PFLU_5070	OV986001.1	5568032	5568818	-	787	620
PFLU_5071	OV986001.1	5568820	5569591	-	772	440
PFLU_5072	OV986001.1	5569736	5570552	+	817	778
PFLU_5073	OV986001.1	5570775	5571318	-	544	337
PFLU_5074	OV986001.1	5571442	5572357	-	916	5043
PFLU_5075	OV986001.1	5572366	5574238	-	1873	7547
PFLU_5076	OV986001.1	5574297	5574636	-	340	1021
PFLU_5077	OV986001.1	5574679	5575804	-	1126	5746
PFLU_5078	OV986001.1	5575800	5576850	-	1051	1077
PFLU_5079	OV986001.1	5577112	5578450	+	1339	1566
PFLU_5080	OV986001.1	5578696	5579641	+	946	131
PFLU_5081	OV986001.1	5579721	5580399	+	679	10
PFLU_5082	OV986001.1	5580462	5580672	+	211	30
PFLU_5082A	OV986001.1	5580916	5581624	-	709	289
PFLU_5083	OV986001.1	5582329	5583853	+	1525	10105
PFLU_5083A	OV986001.1	5583995	5584820	+	826	7045
PFLU_5084	OV986001.1	5585277	5587008	-	1732	2047
PFLU_5085	OV986001.1	5587004	5588966	-	1963	1634
PFLU_5086	OV986001.1	5589020	5589227	-	208	51
PFLU_5087	OV986001.1	5589795	5590206	+	412	154
PFLU_5088	OV986001.1	5590765	5591842	-	1078	146
PFLU_5089	OV986001.1	5591804	5592338	-	535	43
PFLU_5090	OV986001.1	5592334	5593144	-	811	109
PFLU_5091	OV986001.1	5593153	5593693	-	541	99
PFLU_5092	OV986001.1	5593732	5595391	-	1660	400
PFLU_5093	OV986001.1	5595420	5597460	-	2041	137
PFLU_5094	OV986001.1	5597500	5597788	-	289	48
PFLU_5095	OV986001.1	5597811	5598180	-	370	112
PFLU_5096	OV986001.1	5598189	5599401	-	1213	354
PFLU_5097	OV986001.1	5599639	5600020	+	382	122
PFLU_5098	OV986001.1	5600128	5600413	-	286	49
PFLU_5099	OV986001.1	5600443	5601340	-	898	126
PFLU_5100	OV986001.1	5601468	5601888	+	421	667
PFLU_5101	OV986001.1	5601896	5602532	-	637	78
PFLU_5102	OV986001.1	5602689	5603061	+	373	113
PFLU_5103	OV986001.1	5603198	5603483	-	286	447
PFLU_5104	OV986001.1	5604524	5605100	-	577	113
PFLU_5105	OV986001.1	5605096	5605567	-	472	309
PFLU_5106	OV986001.1	5605759	5606923	+	1165	16
PFLU_5107	OV986001.1	5606938	5607226	+	289	19
PFLU_5108	OV986001.1	5607230	5607713	+	484	116
PFLU_5109	OV986001.1	5607716	5608283	-	568	204
PFLU_5110	OV986001.1	5608374	5609727	-	1354	128
PFLU_5111	OV986001.1	5609723	5610386	-	664	67
PFLU_5112	OV986001.1	5610533	5610800	+	268	6
PFLU_5113	OV986001.1	5610799	5611345	+	547	4
PFLU_5114	OV986001.1	5611366	5612635	+	1270	3
PFLU_5115	OV986001.1	5612631	5613246	+	616	19
PFLU_5116	OV986001.1	5613310	5615335	+	2026	91
PFLU_5117	OV986001.1	5615335	5615710	-	376	99
PFLU_5118	OV986001.1	5615892	5616273	+	382	36
PFLU_5119	OV986001.1	5616468	5617083	+	616	589
PFLU_5120	OV986001.1	5617079	5619323	+	2245	1646
PFLU_5123	OV986001.1	5619890	5620097	+	208	160
PFLU_5124	OV986001.1	5620208	5622098	+	1891	437
PFLU_5124A	OV986001.1	5622290	5622632	+	343	73
PFLU_5126	OV986001.1	5622642	5622951	+	310	41
PFLU_5127	OV986001.1	5622966	5624154	+	1189	474
PFLU_5128	OV986001.1	5624166	5625195	-	1030	73
PFLU_5129	OV986001.1	5625185	5626232	+	1048	144
PFLU_5130	OV986001.1	5626321	5627575	+	1255	108
PFLU_5131	OV986001.1	5627804	5628113	+	310	152
PFLU_5132	OV986001.1	5628109	5628364	+	256	71
PFLU_5133	OV986001.1	5628417	5628921	+	505	117
PFLU_5134	OV986001.1	5628991	5629711	+	721	1748
PFLU_5135	OV986001.1	5629761	5630856	-	1096	51
PFLU_5136	OV986001.1	5631015	5631903	-	889	8798
PFLU_5137	OV986001.1	5631914	5632256	-	343	1175
PFLU_5138	OV986001.1	5632255	5632882	-	628	3844
PFLU_5139	OV986001.1	5632885	5634904	-	2020	28381
PFLU_5140	OV986001.1	5634907	5635903	-	997	14152
PFLU_5141	OV986001.1	5636641	5637148	-	508	227
PFLU_5142	OV986001.1	5637388	5638570	-	1183	44
PFLU_5143	OV986001.1	5638717	5640262	+	1546	215
PFLU_5144	OV986001.1	5640364	5641357	-	994	31
PFLU_5145	OV986001.1	5641405	5642281	+	877	19146
PFLU_5146	OV986001.1	5642277	5644770	-	2494	23
PFLU_5147	OV986001.1	5645020	5646379	-	1360	55
PFLU_5148	OV986001.1	5646405	5648196	-	1792	24
PFLU_5149	OV986001.1	5648680	5649592	-	913	58
PFLU_5150	OV986001.1	5649765	5650671	-	907	187
PFLU_5151	OV986001.1	5650670	5651453	-	784	538
PFLU_5152	OV986001.1	5651699	5652161	-	463	60
PFLU_5153	OV986001.1	5652290	5652758	+	469	249
PFLU_5154	OV986001.1	5652819	5653425	+	607	295
PFLU_5155	OV986001.1	5653427	5654354	-	928	1536
PFLU_5156	OV986001.1	5654598	5655159	+	562	160
PFLU_5157	OV986001.1	5655216	5655927	+	712	959
PFLU_5158	OV986001.1	5655947	5656508	+	562	483
PFLU_5159	OV986001.1	5656531	5656888	+	358	777
PFLU_5160	OV986001.1	5656904	5657201	+	298	135
PFLU_5161	OV986001.1	5657193	5657535	+	343	207
PFLU_5162	OV986001.1	5657614	5658577	-	964	3205
PFLU_5163	OV986001.1	5658872	5659640	+	769	216
PFLU_5164	OV986001.1	5659694	5660897	+	1204	12
PFLU_5165	OV986001.1	5660865	5661969	-	1105	151
PFLU_5166	OV986001.1	5662242	5662812	-	571	338
PFLU_5167	OV986001.1	5662826	5663291	-	466	416
PFLU_5168	OV986001.1	5663306	5664428	-	1123	1926
PFLU_5169	OV986001.1	5664536	5665760	-	1225	1562
PFLU_5170	OV986001.1	5665953	5666211	-	259	5508
PFLU_5171	OV986001.1	5666245	5666560	-	316	8343
PFLU_5172	OV986001.1	5666799	5667768	+	970	1941
PFLU_5173	OV986001.1	5667897	5668239	+	343	215
PFLU_5174	OV986001.1	5668397	5668655	+	259	238
PFLU_5175	OV986001.1	5668847	5669465	-	619	2058
PFLU_5176	OV986001.1	5669717	5671637	+	1921	34
PFLU_5177	OV986001.1	5671760	5672159	-	400	90
PFLU_5178	OV986001.1	5672158	5673622	-	1465	151
PFLU_5179	OV986001.1	5673623	5674484	-	862	138
PFLU_5180	OV986001.1	5674510	5675860	-	1351	26
PFLU_5181	OV986001.1	5676108	5676489	+	382	24
PFLU_5182	OV986001.1	5676608	5678054	-	1447	207
PFLU_5183	OV986001.1	5678247	5679219	-	973	34
PFLU_5184	OV986001.1	5679244	5680141	-	898	216
PFLU_5185	OV986001.1	5680248	5681034	-	787	19
PFLU_5186	OV986001.1	5681099	5681996	+	898	99
PFLU_5187	OV986001.1	5681941	5683348	-	1408	84
PFLU_5188	OV986001.1	5683509	5684760	-	1252	690
PFLU_5189	OV986001.1	5684904	5685378	+	475	11
PFLU_5190	OV986001.1	5685504	5686434	-	931	43
PFLU_5191	OV986001.1	5686475	5686766	-	292	17
PFLU_5192	OV986001.1	5686778	5687906	-	1129	40
PFLU_5192A	OV986001.1	5688020	5688896	+	877	47
PFLU_5193	OV986001.1	5688892	5689930	-	1039	92
PFLU_5194	OV986001.1	5690190	5691582	+	1393	157
PFLU_5195	OV986001.1	5691581	5692073	+	493	20
PFLU_5196	OV986001.1	5692298	5693306	+	1009	50
PFLU_5197	OV986001.1	5693371	5694781	+	1411	870
PFLU_5198	OV986001.1	5694921	5695779	-	859	232
PFLU_5199	OV986001.1	5695775	5696426	-	652	200
PFLU_5200	OV986001.1	5696666	5697011	+	346	36
PFLU_5201	OV986001.1	5697239	5697923	+	685	75
PFLU_5202	OV986001.1	5697909	5698797	-	889	111
PFLU_5203	OV986001.1	5698812	5700330	-	1519	319
PFLU_5204	OV986001.1	5700459	5701407	+	949	579
PFLU_5205	OV986001.1	5701699	5702023	+	325	262
PFLU_5206	OV986001.1	5702067	5703015	-	949	225
PFLU_5207	OV986001.1	5703014	5703863	-	850	17
PFLU_5208	OV986001.1	5703916	5704864	-	949	57
PFLU_5209	OV986001.1	5705197	5705689	-	493	748
PFLU_5210	OV986001.1	5705693	5706956	-	1264	154
PFLU_5211	OV986001.1	5706952	5707525	-	574	160
PFLU_5212	OV986001.1	5707537	5709643	-	2107	635
PFLU_5213	OV986001.1	5709639	5713314	-	3676	1657
PFLU_5214	OV986001.1	5713310	5716760	-	3451	1943
PFLU_5215	OV986001.1	5722665	5723286	-	622	61
PFLU_5216	OV986001.1	5723285	5724299	-	1015	192
PFLU_5217	OV986001.1	5724362	5725220	-	859	863
PFLU_5218	OV986001.1	5725365	5726382	-	1018	6511
PFLU_5219	OV986001.1	5726429	5726921	-	493	1024
PFLU_5220	OV986001.1	5726923	5728648	-	1726	3926
PFLU_5221	OV986001.1	5729081	5729411	-	331	297
PFLU_5222	OV986001.1	5729410	5730145	-	736	792
PFLU_5223	OV986001.1	5730161	5732486	-	2326	3588
PFLU_5224	OV986001.1	5732604	5734161	+	1558	3094
PFLU_5225	OV986001.1	5734253	5734598	+	346	562
PFLU_5226	OV986001.1	5734787	5735060	+	274	396
PFLU_5227	OV986001.1	5735334	5736102	-	769	31
PFLU_5228	OV986001.1	5736101	5737139	-	1039	64
PFLU_5229	OV986001.1	5737135	5738014	-	880	105
PFLU_5230	OV986001.1	5738170	5738488	+	319	27
PFLU_5231	OV986001.1	5738484	5739195	-	712	133
PFLU_5232	OV986001.1	5739194	5740367	-	1174	417
PFLU_5233	OV986001.1	5740669	5741128	+	460	832
PFLU_5234	OV986001.1	5741212	5742100	+	889	267
PFLU_5235	OV986001.1	5742162	5742339	+	178	26
PFLU_5236	OV986001.1	5742322	5745277	+	2956	1067
PFLU_5237	OV986001.1	5745299	5746730	+	1432	3878
PFLU_5239	OV986001.1	5747439	5748843	+	1405	15502
PFLU_5240	OV986001.1	5748845	5749331	+	487	238
PFLU_5241	OV986001.1	5749617	5750418	+	802	869
PFLU_5242	OV986001.1	5750414	5751266	+	853	602
PFLU_5243	OV986001.1	5751479	5753144	+	1666	4413
PFLU_5244	OV986001.1	5753249	5755187	+	1939	1889
PFLU_5245	OV986001.1	5755203	5756073	+	871	185
PFLU_5246	OV986001.1	5756130	5757147	+	1018	219
PFLU_5247	OV986001.1	5757234	5760153	+	2920	1829
PFLU_5248	OV986001.1	5760374	5760998	-	625	3843
PFLU_5249	OV986001.1	5761294	5763400	-	2107	18864
PFLU_5250	OV986001.1	5763594	5763864	-	271	5055
PFLU_5251	OV986001.1	5763979	5764897	-	919	2066
PFLU_5252	OV986001.1	5764900	5765296	-	397	672
PFLU_5253	OV986001.1	5765455	5767981	-	2527	17083
PFLU_5254	OV986001.1	5768008	5769490	-	1483	9157
PFLU_5255	OV986001.1	5769537	5770059	-	523	856
PFLU_5256	OV986001.1	5770417	5770801	-	385	3539
PFLU_5257	OV986001.1	5770805	5771561	-	757	2268
PFLU_5258	OV986001.1	5771627	5772965	-	1339	6019
PFLU_5259	OV986001.1	5772981	5773833	-	853	1169
PFLU_5260	OV986001.1	5773841	5775761	-	1921	8642
PFLU_5261	OV986001.1	5775952	5776603	-	652	1756
PFLU_5262	OV986001.1	5776709	5777018	+	310	704
PFLU_5263	OV986001.1	5777038	5777494	-	457	490
PFLU_5264	OV986001.1	5777471	5777948	-	478	670
PFLU_5265	OV986001.1	5777944	5781166	-	3223	15759
PFLU_5266	OV986001.1	5781271	5782408	-	1138	4264
PFLU_5267	OV986001.1	5782667	5783474	-	808	1269
PFLU_5268	OV986001.1	5783484	5784609	-	1126	1739
PFLU_5269	OV986001.1	5784925	5786842	-	1918	43946
PFLU_5270	OV986001.1	5786944	5787505	-	562	4652
PFLU_5271	OV986001.1	5787759	5789433	+	1675	1414
PFLU_5272	OV986001.1	5789530	5789935	-	406	1446
PFLU_5273	OV986001.1	5790033	5790561	+	529	2248
PFLU_5274	OV986001.1	5790624	5790927	-	304	142
PFLU_5275	OV986001.1	5790919	5791354	-	436	360
PFLU_5276	OV986001.1	5791522	5792005	+	484	1392
PFLU_5277	OV986001.1	5792041	5792809	-	769	415
PFLU_5278	OV986001.1	5793059	5794754	+	1696	1006
PFLU_5279	OV986001.1	5794823	5797634	+	2812	2354
PFLU_5280	OV986001.1	5797784	5798063	+	280	438
PFLU_5281	OV986001.1	5798737	5799943	+	1207	251
PFLU_5282	OV986001.1	5800083	5800770	+	688	1374
PFLU_5282A	OV986001.1	5800681	5801317	-	637	62
PFLU_5283	OV986001.1	5801537	5802512	+	976	125
PFLU_5284	OV986001.1	5803052	5803418	+	367	19
PFLU_5285	OV986001.1	5803797	5804289	-	493	43
PFLU_5286	OV986001.1	5804848	5805301	-	454	333
PFLU_5287	OV986001.1	5805915	5806371	-	457	194
PFLU_5288	OV986001.1	5807071	5807389	-	319	3
PFLU_5289	OV986001.1	5807617	5808508	-	892	3
PFLU_5290	OV986001.1	5808456	5808765	-	310	7
PFLU_5291A	OV986001.1	5809373	5809556	-	184	151
PFLU_5292	OV986001.1	5809556	5810165	-	610	752
PFLU_5293	OV986001.1	5810151	5810361	+	211	207
PFLU_5294	OV986001.1	5810443	5810569	+	127	31
PFLU_5295	OV986001.1	5811001	5811640	-	640	353
PFLU_5296	OV986001.1	5811756	5813307	+	1552	235
PFLU_5297	OV986001.1	5813309	5813990	+	682	1299
PFLU_5298	OV986001.1	5814019	5814328	+	310	45
PFLU_5299	OV986001.1	5814934	5816089	-	1156	370
PFLU_5300	OV986001.1	5816046	5817828	+	1783	484
PFLU_5301	OV986001.1	5817748	5820247	+	2500	367
PFLU_5302	OV986001.1	5820243	5821089	+	847	75
PFLU_5303	OV986001.1	5821687	5823253	+	1567	297
PFLU_5304	OV986001.1	5823255	5824164	+	910	207
PFLU_5305	OV986001.1	5824165	5825071	+	907	59
PFLU_5306	OV986001.1	5825344	5825662	+	319	4
PFLU_5307	OV986001.1	5825658	5825994	+	337	5
PFLU_5308	OV986001.1	5826044	5827571	+	1528	3994
PFLU_5309	OV986001.1	5827693	5829697	+	2005	83
PFLU_5310	OV986001.1	5830055	5830370	-	316	34
PFLU_5311	OV986001.1	5830612	5831653	-	1042	391
PFLU_5312	OV986001.1	5832166	5832469	-	304	14
PFLU_5313	OV986001.1	5832560	5833223	+	664	383
PFLU_5314	OV986001.1	5834906	5835839	+	934	104
PFLU_5315	OV986001.1	5835914	5837060	+	1147	205
PFLU_5316	OV986001.1	5837190	5839353	+	2164	539
PFLU_5317	OV986001.1	5839499	5840933	+	1435	440
PFLU_5318	OV986001.1	5840948	5841437	-	490	1364
PFLU_5319	OV986001.1	5841600	5843424	+	1825	1316
PFLU_5320	OV986001.1	5843431	5843749	-	319	262
PFLU_5321	OV986001.1	5844069	5846508	-	2440	4756
PFLU_5322	OV986001.1	5846777	5847266	+	490	14746
PFLU_5323	OV986001.1	5847358	5849212	+	1855	4780
PFLU_5324	OV986001.1	5849458	5849815	+	358	12
PFLU_5325	OV986001.1	5849885	5850374	+	490	105
PFLU_5326	OV986001.1	5850370	5851708	-	1339	1060
PFLU_5327	OV986001.1	5851966	5853631	-	1666	7013
PFLU_5328	OV986001.1	5853794	5854406	+	613	72
PFLU_5329	OV986001.1	5854522	5858374	+	3853	1783
PFLU_5330	OV986001.1	5858603	5859857	+	1255	18623
PFLU_5331	OV986001.1	5859975	5860935	-	961	698
PFLU_5332	OV986001.1	5861083	5861281	-	199	428
PFLU_5333	OV986001.1	5861296	5863363	-	2068	5011
PFLU_5334	OV986001.1	5863537	5863906	+	370	288
PFLU_5335	OV986001.1	5863915	5864662	+	748	154
PFLU_5336	OV986001.1	5864689	5865433	-	745	259
PFLU_5337	OV986001.1	5865440	5866808	-	1369	707
PFLU_5338	OV986001.1	5866843	5867383	-	541	4
PFLU_5339	OV986001.1	5867441	5868983	-	1543	205
PFLU_5340	OV986001.1	5869270	5869690	+	421	2937
PFLU_5341	OV986001.1	5869928	5870705	-	778	570
PFLU_5342	OV986001.1	5871087	5871798	+	712	216
PFLU_5343	OV986001.1	5871957	5873082	+	1126	559
PFLU_5344	OV986001.1	5873148	5873316	-	169	82
PFLU_5345	OV986001.1	5873328	5874336	-	1009	770
PFLU_5346	OV986001.1	5874337	5875777	-	1441	1638
PFLU_5347	OV986001.1	5876093	5877344	+	1252	769
PFLU_5348	OV986001.1	5877465	5879649	-	2185	554
PFLU_5349	OV986001.1	5879645	5880635	-	991	109
PFLU_5350	OV986001.1	5880631	5881138	-	508	73
PFLU_5351	OV986001.1	5881233	5881680	-	448	113
PFLU_5352	OV986001.1	5881853	5883149	+	1297	405
PFLU_5353	OV986001.1	5883145	5884225	+	1081	560
PFLU_5354	OV986001.1	5884207	5884675	-	469	145
PFLU_5355	OV986001.1	5884671	5885100	-	430	149
PFLU_5356	OV986001.1	5885235	5886552	-	1318	22
PFLU_5357	OV986001.1	5886548	5887874	-	1327	6
PFLU_5358	OV986001.1	5887870	5889607	-	1738	10
PFLU_5359	OV986001.1	5889780	5890413	-	634	14
PFLU_5361	OV986001.1	5890516	5893273	-	2758	67
PFLU_5362	OV986001.1	5894410	5895409	-	1000	84
PFLU_5363	OV986001.1	5895472	5895994	-	523	29
PFLU_5364	OV986001.1	5896201	5896651	+	451	0
PFLU_5365	OV986001.1	5896647	5897496	+	850	9876
PFLU_5366	OV986001.1	5897630	5898338	-	709	794
PFLU_5367	OV986001.1	5898349	5900251	-	1903	209
PFLU_5368	OV986001.1	5900472	5901807	+	1336	102
PFLU_5369	OV986001.1	5901820	5902699	-	880	1042
PFLU_5370	OV986001.1	5902898	5903312	+	415	320
PFLU_5371	OV986001.1	5903368	5904256	+	889	480
PFLU_5372	OV986001.1	5904256	5905246	+	991	1162
PFLU_5373	OV986001.1	5905303	5905903	-	601	167
PFLU_5374	OV986001.1	5905899	5906769	-	871	728
PFLU_5375	OV986001.1	5906807	5907377	-	571	304
PFLU_5376	OV986001.1	5907452	5908373	+	922	77
PFLU_5377	OV986001.1	5908544	5909771	+	1228	1437
PFLU_5378	OV986001.1	5909907	5911242	-	1336	1053
PFLU_5379	OV986001.1	5911290	5912187	-	898	327
PFLU_5380	OV986001.1	5912347	5912809	+	463	282
PFLU_5381	OV986001.1	5912898	5913162	-	265	86
PFLU_5382	OV986001.1	5913233	5913383	+	151	6
PFLU_5383	OV986001.1	5914197	5914494	+	298	1752
PFLU_5384	OV986001.1	5914717	5915329	-	613	457
PFLU_5385	OV986001.1	5915372	5915849	-	478	379
PFLU_5386	OV986001.1	5915966	5916713	-	748	498
PFLU_5387	OV986001.1	5916889	5917549	+	661	126
PFLU_5388	OV986001.1	5917589	5918678	+	1090	209
PFLU_5389	OV986001.1	5918739	5921250	-	2512	464
PFLU_5390	OV986001.1	5921332	5921794	+	463	502
PFLU_5391	OV986001.1	5921803	5922697	+	895	1481
PFLU_5392	OV986001.1	5922693	5923779	-	1087	626
PFLU_5393	OV986001.1	5924164	5924644	+	481	248
PFLU_5394	OV986001.1	5924834	5925053	+	220	74
PFLU_5395	OV986001.1	5925047	5925683	-	637	173
PFLU_5396	OV986001.1	5925754	5927218	-	1465	3414
PFLU_5397	OV986001.1	5927405	5929085	-	1681	228
PFLU_5398	OV986001.1	5929128	5931519	-	2392	1124
PFLU_5399	OV986001.1	5931795	5932593	+	799	549
PFLU_5400	OV986001.1	5932611	5933241	+	631	616
PFLU_5401	OV986001.1	5933252	5934536	+	1285	6479
PFLU_5402	OV986001.1	5934761	5935316	+	556	8885
PFLU_5403	OV986001.1	5935462	5935789	-	328	378
PFLU_5404	OV986001.1	5935920	5937249	+	1330	971
PFLU_5405	OV986001.1	5937464	5938469	+	1006	8571
PFLU_5406	OV986001.1	5938461	5938956	+	496	711
PFLU_5407	OV986001.1	5938961	5939801	+	841	2683
PFLU_5408	OV986001.1	5939809	5941333	+	1525	1823
PFLU_5409	OV986001.1	5941456	5942218	-	763	52
PFLU_5410	OV986001.1	5942896	5945503	+	2608	12861
PFLU_5411	OV986001.1	5945591	5946197	+	607	11746
PFLU_5412	OV986001.1	5946236	5947274	+	1039	1497
PFLU_5413	OV986001.1	5947491	5947656	+	166	5
PFLU_5414	OV986001.1	5947717	5949043	+	1327	3171
PFLU_5415	OV986001.1	5949173	5950094	-	922	1022
PFLU_5416	OV986001.1	5950276	5951302	-	1027	4302
PFLU_5417	OV986001.1	5951304	5951952	-	649	2339
PFLU_5418	OV986001.1	5951951	5952227	-	277	1137
PFLU_5419	OV986001.1	5952311	5953469	-	1159	4353
PFLU_5420	OV986001.1	5953649	5954654	-	1006	3457
PFLU_5421	OV986001.1	5954653	5955664	-	1012	2201
PFLU_5422	OV986001.1	5955681	5956785	-	1105	648
PFLU_5423	OV986001.1	5956816	5958715	-	1900	1414
PFLU_5424	OV986001.1	5958730	5959198	-	469	1519
PFLU_5425	OV986001.1	5959207	5959702	-	496	1779
PFLU_5426	OV986001.1	5959771	5960419	-	649	1210
PFLU_5427	OV986001.1	5960415	5961681	-	1267	2836
PFLU_5428	OV986001.1	5961856	5962540	+	685	14497
PFLU_5429	OV986001.1	5962604	5963921	+	1318	2452
PFLU_5430	OV986001.1	5963914	5964136	-	223	194
PFLU_5431	OV986001.1	5964230	5964821	-	592	125
PFLU_5432	OV986001.1	5964842	5965559	-	718	125
PFLU_5433	OV986001.1	5965555	5965909	-	355	60
PFLU_5434	OV986001.1	5966085	5966541	+	457	398
PFLU_5435	OV986001.1	5966645	5968364	+	1720	7759
PFLU_5436	OV986001.1	5968393	5969035	+	643	7660
PFLU_5437	OV986001.1	5969224	5969509	-	286	119
PFLU_5438	OV986001.1	5969501	5970131	-	631	569
PFLU_5439	OV986001.1	5970127	5971477	-	1351	1502
PFLU_5440	OV986001.1	5971534	5973442	-	1909	994
PFLU_5441	OV986001.1	5973715	5975236	+	1522	1450
PFLU_5442	OV986001.1	5975441	5976875	+	1435	69
PFLU_5443	OV986001.1	5976939	5978334	+	1396	2917
PFLU_5444	OV986001.1	5978330	5979164	+	835	664
PFLU_5445	OV986001.1	5979256	5979715	+	460	227
PFLU_5446	OV986001.1	5980015	5980681	+	667	212
PFLU_5447	OV986001.1	5980687	5981503	+	817	285
PFLU_5448	OV986001.1	5981612	5982140	+	529	10304
PFLU_5449	OV986001.1	5982353	5983130	+	778	516
PFLU_5450	OV986001.1	5983354	5983726	+	373	4
PFLU_5451	OV986001.1	5983887	5984492	+	606	35
PFLU_5453	OV986001.1	5984522	5984933	+	412	3
PFLU_5454	OV986001.1	5985236	5985869	+	634	504
PFLU_5455	OV986001.1	5985921	5987241	-	1321	177
PFLU_5456	OV986001.1	5987419	5988502	-	1084	37
PFLU_5457	OV986001.1	5988653	5989358	+	706	17
PFLU_5458	OV986001.1	5989296	5989677	+	382	28
PFLU_5459	OV986001.1	5989766	5990906	+	1141	420
PFLU_5460	OV986001.1	5990981	5991224	+	244	106
PFLU_5461	OV986001.1	5991220	5992108	+	889	1465
PFLU_5462	OV986001.1	5992218	5994117	+	1900	11575
PFLU_5463	OV986001.1	5994194	5996090	+	1897	824
PFLU_5464	OV986001.1	5996109	5996898	-	790	121
PFLU_5465	OV986001.1	5996894	5997314	-	421	151
PFLU_5466	OV986001.1	5997310	5997928	-	619	802
PFLU_5467	OV986001.1	5998057	5998786	-	730	165
PFLU_5468	OV986001.1	5998848	5999814	-	967	304
PFLU_5469	OV986001.1	5999832	6000333	-	502	685
PFLU_5470	OV986001.1	6000329	6000806	-	478	795
PFLU_5471	OV986001.1	6000896	6001988	-	1093	1660
PFLU_5472	OV986001.1	6002003	6002666	-	664	2559
PFLU_5473	OV986001.1	6002714	6003824	-	1111	612
PFLU_5474	OV986001.1	6003847	6004318	-	472	998
PFLU_5475	OV986001.1	6004458	6004914	+	457	15904
PFLU_5476	OV986001.1	6004910	6005567	+	658	167
PFLU_5477	OV986001.1	6005807	6006680	+	874	850
PFLU_5478	OV986001.1	6006676	6007024	-	349	58
PFLU_5479	OV986001.1	6007154	6007745	+	592	27
PFLU_5480	OV986001.1	6007751	6008462	+	712	39
PFLU_5481	OV986001.1	6008463	6009729	+	1267	1423
PFLU_5482	OV986001.1	6009740	6010262	+	523	121
PFLU_5483	OV986001.1	6010356	6011055	+	700	63689
PFLU_5484	OV986001.1	6011209	6012094	-	886	1000
PFLU_5485	OV986001.1	6012235	6016495	+	4261	678
PFLU_5486	OV986001.1	6016628	6018875	-	2248	246
PFLU_5487	OV986001.1	6019266	6020046	+	781	205
PFLU_5488	OV986001.1	6020042	6021305	+	1264	226
PFLU_5489	OV986001.1	6021294	6022251	+	958	271
PFLU_5490	OV986001.1	6022316	6023072	-	757	218
PFLU_5491	OV986001.1	6023061	6024171	-	1111	225
PFLU_5492	OV986001.1	6024342	6025338	-	997	207
PFLU_5493	OV986001.1	6025398	6025959	+	562	178
PFLU_5494	OV986001.1	6025980	6026742	-	763	204
PFLU_5495	OV986001.1	6026847	6027606	-	760	65
PFLU_5496	OV986001.1	6027775	6028291	-	517	3660
PFLU_5497	OV986001.1	6028300	6029695	-	1396	2336
PFLU_5498	OV986001.1	6029873	6032708	+	2836	4804
PFLU_5499	OV986001.1	6032773	6033238	-	466	5080
PFLU_5500	OV986001.1	6033393	6034842	-	1450	1072
PFLU_5501	OV986001.1	6035080	6035467	-	388	13149
PFLU_5502	OV986001.1	6035508	6036510	-	1003	27760
PFLU_5503	OV986001.1	6036532	6037153	-	622	10984
PFLU_5504	OV986001.1	6037171	6037561	-	391	11759
PFLU_5505	OV986001.1	6037591	6037948	-	358	23150
PFLU_5506	OV986001.1	6038077	6038194	-	118	5015
PFLU_5507	OV986001.1	6038222	6039551	-	1330	64615
PFLU_5508	OV986001.1	6039551	6039989	-	439	17217
PFLU_5509	OV986001.1	6039992	6040169	-	178	10493
PFLU_5510	OV986001.1	6040171	6040672	-	502	24585
PFLU_5511	OV986001.1	6040675	6041026	-	352	2914
PFLU_5512	OV986001.1	6041036	6041570	-	535	16308
PFLU_5513	OV986001.1	6041582	6041975	-	394	8221
PFLU_5514	OV986001.1	6042183	6042489	-	307	20372
PFLU_5515	OV986001.1	6042502	6043042	-	541	48924
PFLU_5516	OV986001.1	6043062	6043377	-	316	7742
PFLU_5517	OV986001.1	6043388	6043757	-	370	17953
PFLU_5518	OV986001.1	6043780	6044047	-	268	9705
PFLU_5519	OV986001.1	6044049	6044241	-	193	1763
PFLU_5520	OV986001.1	6044240	6044654	-	415	20728
PFLU_5521	OV986001.1	6044666	6045353	-	688	21268
PFLU_5522	OV986001.1	6045366	6045699	-	334	16991
PFLU_5523	OV986001.1	6045710	6045986	-	277	12908
PFLU_5524	OV986001.1	6046002	6046827	-	826	17035
PFLU_5525	OV986001.1	6046841	6047141	-	301	8359
PFLU_5526	OV986001.1	6047137	6047740	-	604	26505
PFLU_5527	OV986001.1	6047752	6048388	-	637	27782
PFLU_5528	OV986001.1	6048469	6048781	-	313	16682
PFLU_5529	OV986001.1	6048938	6050132	-	1195	84723
PFLU_5530	OV986001.1	6050162	6052268	-	2107	56428
