# Program:featureCounts v2.0.6; Command:"featureCounts" "-Q" "20" "-s" "2" "-p" "-a" "/storage/projects/QUO1015788/ref/REF_cds.gtf" "-T" "5" "-F" "SAF" "-o" "/storage/projects/QUO1015788/2630_A_Rha/2630_A_Rha_cds" "/storage/projects/QUO1015788/2630_A_Rha/2630_A_Rha.sam" 
Geneid	Chr	Start	End	Strand	Length	/storage/projects/QUO1015788/2630_A_Rha/2630_A_Rha.sam
PFLU_5136	OV986001.1	5631015	5631903	-	889	6943
PFLU_5137	OV986001.1	5631914	5632256	-	343	695
PFLU_5138	OV986001.1	5632255	5632882	-	628	2656
PFLU_5139	OV986001.1	5632885	5634904	-	2020	19664
PFLU_5140	OV986001.1	5634907	5635903	-	997	9493
PFLU_5141	OV986001.1	5636641	5637148	-	508	310
PFLU_5142	OV986001.1	5637388	5638570	-	1183	42
PFLU_5143	OV986001.1	5638717	5640262	+	1546	299
PFLU_5144	OV986001.1	5640364	5641357	-	994	24
PFLU_5145	OV986001.1	5641405	5642281	+	877	616
PFLU_5146	OV986001.1	5642277	5644770	-	2494	77
PFLU_5147	OV986001.1	5645020	5646379	-	1360	54
PFLU_5148	OV986001.1	5646405	5648196	-	1792	55
PFLU_5149	OV986001.1	5648680	5649592	-	913	56
PFLU_5150	OV986001.1	5649765	5650671	-	907	126
PFLU_5151	OV986001.1	5650670	5651453	-	784	335
PFLU_5152	OV986001.1	5651699	5652161	-	463	59
PFLU_5153	OV986001.1	5652290	5652758	+	469	357
PFLU_5154	OV986001.1	5652819	5653425	+	607	513
PFLU_5155	OV986001.1	5653427	5654354	-	928	1500
PFLU_5156	OV986001.1	5654598	5655159	+	562	45
PFLU_5157	OV986001.1	5655216	5655927	+	712	8142
PFLU_5158	OV986001.1	5655947	5656508	+	562	561
PFLU_5159	OV986001.1	5656531	5656888	+	358	678
PFLU_5160	OV986001.1	5656904	5657201	+	298	146
PFLU_5161	OV986001.1	5657193	5657535	+	343	196
PFLU_5162	OV986001.1	5657614	5658577	-	964	3189
PFLU_5163	OV986001.1	5658872	5659640	+	769	225
PFLU_5164	OV986001.1	5659694	5660897	+	1204	41
PFLU_5165	OV986001.1	5660865	5661969	-	1105	154
PFLU_5166	OV986001.1	5662242	5662812	-	571	407
PFLU_5167	OV986001.1	5662826	5663291	-	466	467
PFLU_5168	OV986001.1	5663306	5664428	-	1123	2326
PFLU_5169	OV986001.1	5664536	5665760	-	1225	2501
PFLU_5170	OV986001.1	5665953	5666211	-	259	6538
PFLU_5171	OV986001.1	5666245	5666560	-	316	8894
PFLU_5172	OV986001.1	5666799	5667768	+	970	2545
PFLU_5173	OV986001.1	5667897	5668239	+	343	293
PFLU_5174	OV986001.1	5668397	5668655	+	259	718
PFLU_5175	OV986001.1	5668847	5669465	-	619	2106
PFLU_5176	OV986001.1	5669717	5671637	+	1921	25
PFLU_5177	OV986001.1	5671760	5672159	-	400	94
PFLU_5178	OV986001.1	5672158	5673622	-	1465	114
PFLU_5179	OV986001.1	5673623	5674484	-	862	160
PFLU_5180	OV986001.1	5674510	5675860	-	1351	49
PFLU_5181	OV986001.1	5676108	5676489	+	382	42
PFLU_5182	OV986001.1	5676608	5678054	-	1447	247
PFLU_5183	OV986001.1	5678247	5679219	-	973	63
PFLU_5184	OV986001.1	5679244	5680141	-	898	231
PFLU_5185	OV986001.1	5680248	5681034	-	787	58
PFLU_5186	OV986001.1	5681099	5681996	+	898	125
PFLU_5187	OV986001.1	5681941	5683348	-	1408	89
PFLU_5188	OV986001.1	5683509	5684760	-	1252	480
PFLU_5189	OV986001.1	5684904	5685378	+	475	27
PFLU_5190	OV986001.1	5685504	5686434	-	931	51
PFLU_5191	OV986001.1	5686475	5686766	-	292	28
PFLU_5192	OV986001.1	5686778	5687906	-	1129	45
PFLU_5192A	OV986001.1	5688020	5688896	+	877	48
PFLU_5193	OV986001.1	5688892	5689930	-	1039	92
PFLU_5194	OV986001.1	5690190	5691582	+	1393	228
PFLU_5195	OV986001.1	5691581	5692073	+	493	18
PFLU_5196	OV986001.1	5692298	5693306	+	1009	78
PFLU_5197	OV986001.1	5693371	5694781	+	1411	972
PFLU_5198	OV986001.1	5694921	5695779	-	859	210
PFLU_5199	OV986001.1	5695775	5696426	-	652	207
PFLU_5200	OV986001.1	5696666	5697011	+	346	36
PFLU_5201	OV986001.1	5697239	5697923	+	685	108
PFLU_5202	OV986001.1	5697909	5698797	-	889	133
PFLU_5203	OV986001.1	5698812	5700330	-	1519	213
PFLU_5204	OV986001.1	5700459	5701407	+	949	17482
PFLU_5205	OV986001.1	5701699	5702023	+	325	245
PFLU_5206	OV986001.1	5702067	5703015	-	949	187
PFLU_5207	OV986001.1	5703014	5703863	-	850	22
PFLU_5208	OV986001.1	5703916	5704864	-	949	60
PFLU_5209	OV986001.1	5705197	5705689	-	493	658
PFLU_5210	OV986001.1	5705693	5706956	-	1264	172
PFLU_5211	OV986001.1	5706952	5707525	-	574	161
PFLU_5212	OV986001.1	5707537	5709643	-	2107	586
PFLU_5213	OV986001.1	5709639	5713314	-	3676	1573
PFLU_5214	OV986001.1	5713310	5716760	-	3451	2090
PFLU_5215	OV986001.1	5722665	5723286	-	622	70
PFLU_5216	OV986001.1	5723285	5724299	-	1015	237
PFLU_5217	OV986001.1	5724362	5725220	-	859	1085
PFLU_5218	OV986001.1	5725365	5726382	-	1018	7341
PFLU_5219	OV986001.1	5726429	5726921	-	493	1148
PFLU_5220	OV986001.1	5726923	5728648	-	1726	4941
PFLU_5221	OV986001.1	5729081	5729411	-	331	284
PFLU_5222	OV986001.1	5729410	5730145	-	736	756
PFLU_5223	OV986001.1	5730161	5732486	-	2326	3102
PFLU_5224	OV986001.1	5732604	5734161	+	1558	6187
PFLU_5225	OV986001.1	5734253	5734598	+	346	529
PFLU_5226	OV986001.1	5734787	5735060	+	274	1052
PFLU_5227	OV986001.1	5735334	5736102	-	769	31
PFLU_5228	OV986001.1	5736101	5737139	-	1039	77
PFLU_5229	OV986001.1	5737135	5738014	-	880	127
PFLU_5230	OV986001.1	5738170	5738488	+	319	40
PFLU_5231	OV986001.1	5738484	5739195	-	712	141
PFLU_5232	OV986001.1	5739194	5740367	-	1174	519
PFLU_5233	OV986001.1	5740669	5741128	+	460	1683
PFLU_5234	OV986001.1	5741212	5742100	+	889	276
PFLU_5235	OV986001.1	5742162	5742339	+	178	21
PFLU_5236	OV986001.1	5742322	5745277	+	2956	1214
PFLU_5237	OV986001.1	5745299	5746730	+	1432	3587
PFLU_5239	OV986001.1	5747439	5748843	+	1405	4948
PFLU_5240	OV986001.1	5748845	5749331	+	487	6201
PFLU_5241	OV986001.1	5749617	5750418	+	802	1340
PFLU_5242	OV986001.1	5750414	5751266	+	853	661
PFLU_5243	OV986001.1	5751479	5753144	+	1666	4567
PFLU_5244	OV986001.1	5753249	5755187	+	1939	812
PFLU_5245	OV986001.1	5755203	5756073	+	871	206
PFLU_5246	OV986001.1	5756130	5757147	+	1018	266
PFLU_5247	OV986001.1	5757234	5760153	+	2920	1843
PFLU_5248	OV986001.1	5760374	5760998	-	625	4612
PFLU_5249	OV986001.1	5761294	5763400	-	2107	17886
PFLU_5250	OV986001.1	5763594	5763864	-	271	6325
PFLU_5251	OV986001.1	5763979	5764897	-	919	2300
PFLU_5252	OV986001.1	5764900	5765296	-	397	752
PFLU_5253	OV986001.1	5765455	5767981	-	2527	21399
PFLU_5254	OV986001.1	5768008	5769490	-	1483	10974
PFLU_5255	OV986001.1	5769537	5770059	-	523	1778
PFLU_5256	OV986001.1	5770417	5770801	-	385	5507
PFLU_5257	OV986001.1	5770805	5771561	-	757	3299
PFLU_5258	OV986001.1	5771627	5772965	-	1339	6160
PFLU_5259	OV986001.1	5772981	5773833	-	853	1252
PFLU_5260	OV986001.1	5773841	5775761	-	1921	10219
PFLU_5261	OV986001.1	5775952	5776603	-	652	2739
PFLU_5262	OV986001.1	5776709	5777018	+	310	737
PFLU_5263	OV986001.1	5777038	5777494	-	457	529
PFLU_5264	OV986001.1	5777471	5777948	-	478	701
PFLU_5265	OV986001.1	5777944	5781166	-	3223	16320
PFLU_5266	OV986001.1	5781271	5782408	-	1138	5008
PFLU_5267	OV986001.1	5782667	5783474	-	808	1968
PFLU_5268	OV986001.1	5783484	5784609	-	1126	2676
PFLU_5269	OV986001.1	5784925	5786842	-	1918	67061
PFLU_5270	OV986001.1	5786944	5787505	-	562	8247
PFLU_5271	OV986001.1	5787759	5789433	+	1675	13135
PFLU_5272	OV986001.1	5789530	5789935	-	406	1585
PFLU_5273	OV986001.1	5790033	5790561	+	529	2492
PFLU_5274	OV986001.1	5790624	5790927	-	304	125
PFLU_5275	OV986001.1	5790919	5791354	-	436	439
PFLU_5276	OV986001.1	5791522	5792005	+	484	2014
PFLU_5277	OV986001.1	5792041	5792809	-	769	539
PFLU_5278	OV986001.1	5793059	5794754	+	1696	1181
PFLU_5279	OV986001.1	5794823	5797634	+	2812	14885
PFLU_5280	OV986001.1	5797784	5798063	+	280	497
PFLU_5281	OV986001.1	5798737	5799943	+	1207	237
PFLU_5282	OV986001.1	5800083	5800770	+	688	395
PFLU_5282A	OV986001.1	5800681	5801317	-	637	42
PFLU_5283	OV986001.1	5801537	5802512	+	976	162
PFLU_5284	OV986001.1	5803052	5803418	+	367	43
PFLU_5285	OV986001.1	5803797	5804289	-	493	61
PFLU_5286	OV986001.1	5804848	5805301	-	454	331
PFLU_5287	OV986001.1	5805915	5806371	-	457	191
PFLU_5288	OV986001.1	5807071	5807389	-	319	13
PFLU_5289	OV986001.1	5807617	5808508	-	892	6
PFLU_5290	OV986001.1	5808456	5808765	-	310	21
PFLU_5291A	OV986001.1	5809373	5809556	-	184	161
PFLU_5292	OV986001.1	5809556	5810165	-	610	821
PFLU_5293	OV986001.1	5810151	5810361	+	211	2122
PFLU_5294	OV986001.1	5810443	5810569	+	127	30
PFLU_5295	OV986001.1	5811001	5811640	-	640	434
PFLU_5296	OV986001.1	5811756	5813307	+	1552	1047
PFLU_5297	OV986001.1	5813309	5813990	+	682	825
PFLU_5298	OV986001.1	5814019	5814328	+	310	73
PFLU_5299	OV986001.1	5814934	5816089	-	1156	413
PFLU_5300	OV986001.1	5816046	5817828	+	1783	332
PFLU_5301	OV986001.1	5817748	5820247	+	2500	1307
PFLU_5302	OV986001.1	5820243	5821089	+	847	89
PFLU_5303	OV986001.1	5821687	5823253	+	1567	373
PFLU_5304	OV986001.1	5823255	5824164	+	910	528
PFLU_5305	OV986001.1	5824165	5825071	+	907	4862
PFLU_5306	OV986001.1	5825344	5825662	+	319	14
PFLU_5307	OV986001.1	5825658	5825994	+	337	24
PFLU_5308	OV986001.1	5826044	5827571	+	1528	1537
PFLU_5309	OV986001.1	5827693	5829697	+	2005	86
PFLU_5310	OV986001.1	5830055	5830370	-	316	79
PFLU_5311	OV986001.1	5830612	5831653	-	1042	596
PFLU_5312	OV986001.1	5832166	5832469	-	304	12
PFLU_5313	OV986001.1	5832560	5833223	+	664	11228
PFLU_5314	OV986001.1	5834906	5835839	+	934	102
PFLU_5315	OV986001.1	5835914	5837060	+	1147	211
PFLU_5316	OV986001.1	5837190	5839353	+	2164	477
PFLU_5317	OV986001.1	5839499	5840933	+	1435	543
PFLU_5318	OV986001.1	5840948	5841437	-	490	1536
PFLU_5319	OV986001.1	5841600	5843424	+	1825	1175
PFLU_5320	OV986001.1	5843431	5843749	-	319	198
PFLU_5321	OV986001.1	5844069	5846508	-	2440	4903
PFLU_5322	OV986001.1	5846777	5847266	+	490	22750
PFLU_5323	OV986001.1	5847358	5849212	+	1855	1164
PFLU_5324	OV986001.1	5849458	5849815	+	358	10
PFLU_5325	OV986001.1	5849885	5850374	+	490	1266
PFLU_5326	OV986001.1	5850370	5851708	-	1339	954
PFLU_5327	OV986001.1	5851966	5853631	-	1666	8636
PFLU_5328	OV986001.1	5853794	5854406	+	613	97
PFLU_5329	OV986001.1	5854522	5858374	+	3853	1179
PFLU_5330	OV986001.1	5858603	5859857	+	1255	6507
PFLU_5331	OV986001.1	5859975	5860935	-	961	605
PFLU_5332	OV986001.1	5861083	5861281	-	199	375
PFLU_5333	OV986001.1	5861296	5863363	-	2068	4705
PFLU_5334	OV986001.1	5863537	5863906	+	370	173
PFLU_5335	OV986001.1	5863915	5864662	+	748	184
PFLU_5336	OV986001.1	5864689	5865433	-	745	257
PFLU_5337	OV986001.1	5865440	5866808	-	1369	809
PFLU_5338	OV986001.1	5866843	5867383	-	541	5
PFLU_5339	OV986001.1	5867441	5868983	-	1543	232
PFLU_5340	OV986001.1	5869270	5869690	+	421	2636
PFLU_5341	OV986001.1	5869928	5870705	-	778	530
PFLU_5342	OV986001.1	5871087	5871798	+	712	329
PFLU_5343	OV986001.1	5871957	5873082	+	1126	1249
PFLU_5344	OV986001.1	5873148	5873316	-	169	54
PFLU_5345	OV986001.1	5873328	5874336	-	1009	677
PFLU_5346	OV986001.1	5874337	5875777	-	1441	1037
PFLU_5347	OV986001.1	5876093	5877344	+	1252	319
PFLU_5348	OV986001.1	5877465	5879649	-	2185	483
PFLU_5349	OV986001.1	5879645	5880635	-	991	103
PFLU_5350	OV986001.1	5880631	5881138	-	508	72
PFLU_5351	OV986001.1	5881233	5881680	-	448	128
PFLU_5352	OV986001.1	5881853	5883149	+	1297	686
PFLU_5353	OV986001.1	5883145	5884225	+	1081	804
PFLU_5354	OV986001.1	5884207	5884675	-	469	175
PFLU_5355	OV986001.1	5884671	5885100	-	430	160
PFLU_5356	OV986001.1	5885235	5886552	-	1318	21
PFLU_5357	OV986001.1	5886548	5887874	-	1327	8
PFLU_5358	OV986001.1	5887870	5889607	-	1738	17
PFLU_5359	OV986001.1	5889780	5890413	-	634	33
PFLU_5361	OV986001.1	5890516	5893273	-	2758	39
PFLU_5362	OV986001.1	5894410	5895409	-	1000	76
PFLU_5363	OV986001.1	5895472	5895994	-	523	38
PFLU_5364	OV986001.1	5896201	5896651	+	451	3
PFLU_5365	OV986001.1	5896647	5897496	+	850	26
PFLU_5366	OV986001.1	5897630	5898338	-	709	869
PFLU_5367	OV986001.1	5898349	5900251	-	1903	286
PFLU_5368	OV986001.1	5900472	5901807	+	1336	131
PFLU_5369	OV986001.1	5901820	5902699	-	880	889
PFLU_5370	OV986001.1	5902898	5903312	+	415	252
PFLU_5371	OV986001.1	5903368	5904256	+	889	364
PFLU_5372	OV986001.1	5904256	5905246	+	991	637
PFLU_5373	OV986001.1	5905303	5905903	-	601	172
PFLU_5374	OV986001.1	5905899	5906769	-	871	709
PFLU_5375	OV986001.1	5906807	5907377	-	571	387
PFLU_5376	OV986001.1	5907452	5908373	+	922	86
PFLU_5377	OV986001.1	5908544	5909771	+	1228	898
PFLU_5378	OV986001.1	5909907	5911242	-	1336	1268
PFLU_5379	OV986001.1	5911290	5912187	-	898	500
PFLU_5380	OV986001.1	5912347	5912809	+	463	459
PFLU_5381	OV986001.1	5912898	5913162	-	265	111
PFLU_5382	OV986001.1	5913233	5913383	+	151	18
PFLU_5383	OV986001.1	5914197	5914494	+	298	2188
PFLU_5384	OV986001.1	5914717	5915329	-	613	480
PFLU_5385	OV986001.1	5915372	5915849	-	478	496
PFLU_5386	OV986001.1	5915966	5916713	-	748	946
PFLU_5387	OV986001.1	5916889	5917549	+	661	177
PFLU_5388	OV986001.1	5917589	5918678	+	1090	686
PFLU_5389	OV986001.1	5918739	5921250	-	2512	637
PFLU_5390	OV986001.1	5921332	5921794	+	463	1057
PFLU_5391	OV986001.1	5921803	5922697	+	895	1022
PFLU_5392	OV986001.1	5922693	5923779	-	1087	728
PFLU_5393	OV986001.1	5924164	5924644	+	481	326
PFLU_5394	OV986001.1	5924834	5925053	+	220	136
PFLU_5395	OV986001.1	5925047	5925683	-	637	162
PFLU_5396	OV986001.1	5925754	5927218	-	1465	3716
PFLU_5397	OV986001.1	5927405	5929085	-	1681	206
PFLU_5398	OV986001.1	5929128	5931519	-	2392	767
PFLU_5399	OV986001.1	5931795	5932593	+	799	650
PFLU_5400	OV986001.1	5932611	5933241	+	631	1469
PFLU_5401	OV986001.1	5933252	5934536	+	1285	4256
PFLU_5402	OV986001.1	5934761	5935316	+	556	4004
PFLU_5403	OV986001.1	5935462	5935789	-	328	467
PFLU_5404	OV986001.1	5935920	5937249	+	1330	1733
PFLU_5405	OV986001.1	5937464	5938469	+	1006	20165
PFLU_5406	OV986001.1	5938461	5938956	+	496	937
PFLU_5407	OV986001.1	5938961	5939801	+	841	14377
PFLU_5408	OV986001.1	5939809	5941333	+	1525	1381
PFLU_5409	OV986001.1	5941456	5942218	-	763	104
PFLU_5410	OV986001.1	5942896	5945503	+	2608	15846
PFLU_5411	OV986001.1	5945591	5946197	+	607	1428
PFLU_5412	OV986001.1	5946236	5947274	+	1039	1192
PFLU_5413	OV986001.1	5947491	5947656	+	166	2
PFLU_5414	OV986001.1	5947717	5949043	+	1327	2462
PFLU_5415	OV986001.1	5949173	5950094	-	922	997
PFLU_5416	OV986001.1	5950276	5951302	-	1027	4004
PFLU_5417	OV986001.1	5951304	5951952	-	649	2516
PFLU_5418	OV986001.1	5951951	5952227	-	277	1149
PFLU_5419	OV986001.1	5952311	5953469	-	1159	4816
PFLU_5420	OV986001.1	5953649	5954654	-	1006	3324
PFLU_5421	OV986001.1	5954653	5955664	-	1012	2469
PFLU_5422	OV986001.1	5955681	5956785	-	1105	671
PFLU_5423	OV986001.1	5956816	5958715	-	1900	1369
PFLU_5424	OV986001.1	5958730	5959198	-	469	1733
PFLU_5425	OV986001.1	5959207	5959702	-	496	2010
PFLU_5426	OV986001.1	5959771	5960419	-	649	1389
PFLU_5427	OV986001.1	5960415	5961681	-	1267	3577
PFLU_5428	OV986001.1	5961856	5962540	+	685	873
PFLU_5429	OV986001.1	5962604	5963921	+	1318	4936
PFLU_5430	OV986001.1	5963914	5964136	-	223	172
PFLU_5431	OV986001.1	5964230	5964821	-	592	112
PFLU_5432	OV986001.1	5964842	5965559	-	718	153
PFLU_5433	OV986001.1	5965555	5965909	-	355	87
PFLU_5434	OV986001.1	5966085	5966541	+	457	918
PFLU_5435	OV986001.1	5966645	5968364	+	1720	1373
PFLU_5436	OV986001.1	5968393	5969035	+	643	2635
PFLU_5437	OV986001.1	5969224	5969509	-	286	129
PFLU_5438	OV986001.1	5969501	5970131	-	631	548
PFLU_5439	OV986001.1	5970127	5971477	-	1351	1759
PFLU_5440	OV986001.1	5971534	5973442	-	1909	950
PFLU_5441	OV986001.1	5973715	5975236	+	1522	1420
PFLU_5442	OV986001.1	5975441	5976875	+	1435	63
PFLU_5443	OV986001.1	5976939	5978334	+	1396	734
PFLU_5444	OV986001.1	5978330	5979164	+	835	233
PFLU_5445	OV986001.1	5979256	5979715	+	460	382
PFLU_5446	OV986001.1	5980015	5980681	+	667	331
PFLU_5447	OV986001.1	5980687	5981503	+	817	226
PFLU_5448	OV986001.1	5981612	5982140	+	529	6194
PFLU_5449	OV986001.1	5982353	5983130	+	778	83
PFLU_5450	OV986001.1	5983354	5983726	+	373	17
PFLU_5451	OV986001.1	5983887	5984492	+	606	55
PFLU_5453	OV986001.1	5984522	5984933	+	412	1
PFLU_5454	OV986001.1	5985236	5985869	+	634	86
PFLU_5455	OV986001.1	5985921	5987241	-	1321	259
PFLU_5456	OV986001.1	5987419	5988502	-	1084	51
PFLU_5457	OV986001.1	5988653	5989358	+	706	29
PFLU_5458	OV986001.1	5989296	5989677	+	382	19
PFLU_5459	OV986001.1	5989766	5990906	+	1141	1373
PFLU_5460	OV986001.1	5990981	5991224	+	244	224
PFLU_5461	OV986001.1	5991220	5992108	+	889	12547
PFLU_5462	OV986001.1	5992218	5994117	+	1900	12420
PFLU_5463	OV986001.1	5994194	5996090	+	1897	11076
PFLU_5464	OV986001.1	5996109	5996898	-	790	159
PFLU_5465	OV986001.1	5996894	5997314	-	421	174
PFLU_5466	OV986001.1	5997310	5997928	-	619	966
PFLU_5467	OV986001.1	5998057	5998786	-	730	214
PFLU_5468	OV986001.1	5998848	5999814	-	967	366
PFLU_5469	OV986001.1	5999832	6000333	-	502	814
PFLU_5470	OV986001.1	6000329	6000806	-	478	1351
PFLU_5471	OV986001.1	6000896	6001988	-	1093	2122
PFLU_5472	OV986001.1	6002003	6002666	-	664	2956
PFLU_5473	OV986001.1	6002714	6003824	-	1111	684
PFLU_5474	OV986001.1	6003847	6004318	-	472	1144
PFLU_5475	OV986001.1	6004458	6004914	+	457	440
PFLU_5476	OV986001.1	6004910	6005567	+	658	217
PFLU_5477	OV986001.1	6005807	6006680	+	874	842
PFLU_5478	OV986001.1	6006676	6007024	-	349	135
PFLU_5479	OV986001.1	6007154	6007745	+	592	30
PFLU_5480	OV986001.1	6007751	6008462	+	712	72
PFLU_5481	OV986001.1	6008463	6009729	+	1267	216
PFLU_5482	OV986001.1	6009740	6010262	+	523	230
PFLU_5483	OV986001.1	6010356	6011055	+	700	71732
PFLU_5484	OV986001.1	6011209	6012094	-	886	1102
PFLU_5485	OV986001.1	6012235	6016495	+	4261	823
PFLU_5486	OV986001.1	6016628	6018875	-	2248	289
PFLU_5487	OV986001.1	6019266	6020046	+	781	451
PFLU_5488	OV986001.1	6020042	6021305	+	1264	227
PFLU_5489	OV986001.1	6021294	6022251	+	958	124
PFLU_5490	OV986001.1	6022316	6023072	-	757	264
PFLU_5491	OV986001.1	6023061	6024171	-	1111	304
PFLU_5492	OV986001.1	6024342	6025338	-	997	247
PFLU_5493	OV986001.1	6025398	6025959	+	562	194
PFLU_5494	OV986001.1	6025980	6026742	-	763	285
PFLU_5495	OV986001.1	6026847	6027606	-	760	133
PFLU_5496	OV986001.1	6027775	6028291	-	517	4267
PFLU_5497	OV986001.1	6028300	6029695	-	1396	2553
PFLU_5498	OV986001.1	6029873	6032708	+	2836	24313
PFLU_5499	OV986001.1	6032773	6033238	-	466	6774
PFLU_5500	OV986001.1	6033393	6034842	-	1450	941
PFLU_5501	OV986001.1	6035080	6035467	-	388	13299
PFLU_5502	OV986001.1	6035508	6036510	-	1003	29282
PFLU_5503	OV986001.1	6036532	6037153	-	622	12152
PFLU_5504	OV986001.1	6037171	6037561	-	391	13295
PFLU_5505	OV986001.1	6037591	6037948	-	358	24283
PFLU_5506	OV986001.1	6038077	6038194	-	118	4794
PFLU_5507	OV986001.1	6038222	6039551	-	1330	77763
PFLU_5508	OV986001.1	6039551	6039989	-	439	19690
PFLU_5509	OV986001.1	6039992	6040169	-	178	11090
PFLU_5510	OV986001.1	6040171	6040672	-	502	26745
PFLU_5511	OV986001.1	6040675	6041026	-	352	3278
PFLU_5512	OV986001.1	6041036	6041570	-	535	17338
PFLU_5513	OV986001.1	6041582	6041975	-	394	9470
PFLU_5514	OV986001.1	6042183	6042489	-	307	30530
PFLU_5515	OV986001.1	6042502	6043042	-	541	55143
PFLU_5516	OV986001.1	6043062	6043377	-	316	7782
PFLU_5517	OV986001.1	6043388	6043757	-	370	17830
PFLU_5518	OV986001.1	6043780	6044047	-	268	10320
PFLU_5519	OV986001.1	6044049	6044241	-	193	1940
PFLU_5520	OV986001.1	6044240	6044654	-	415	22977
PFLU_5521	OV986001.1	6044666	6045353	-	688	23715
PFLU_5522	OV986001.1	6045366	6045699	-	334	22600
PFLU_5523	OV986001.1	6045710	6045986	-	277	13921
PFLU_5524	OV986001.1	6046002	6046827	-	826	19503
PFLU_5525	OV986001.1	6046841	6047141	-	301	8925
PFLU_5526	OV986001.1	6047137	6047740	-	604	33672
PFLU_5527	OV986001.1	6047752	6048388	-	637	30735
PFLU_5528	OV986001.1	6048469	6048781	-	313	20527
PFLU_5529	OV986001.1	6048938	6050132	-	1195	93326
PFLU_5530	OV986001.1	6050162	6052268	-	2107	61789
PFLU_5531	OV986001.1	6052298	6052769	-	472	23253
PFLU_5532	OV986001.1	6052887	6053259	-	373	8644
PFLU_5533	OV986001.1	6053475	6057675	-	4201	46747
PFLU_5534	OV986001.1	6057739	6061813	-	4075	60850
PFLU_5535	OV986001.1	6062032	6062398	-	367	8747
PFLU_5536	OV986001.1	6062476	6062977	-	502	73923
PFLU_5537	OV986001.1	6063176	6063872	-	697	11428
PFLU_5538	OV986001.1	6063871	6064303	-	433	19237
PFLU_5539	OV986001.1	6064420	6064954	-	535	3661
PFLU_5540	OV986001.1	6064963	6065332	-	370	4583
PFLU_5541	OV986001.1	6066041	6066488	-	448	260
PFLU_5542	OV986001.1	6066495	6067245	-	751	364
PFLU_5543	OV986001.1	6067234	6068194	-	961	390
PFLU_5544	OV986001.1	6074128	6075328	-	1201	2028
PFLU_5545	OV986001.1	6075536	6076955	+	1420	6100
PFLU_5546	OV986001.1	6076958	6078050	+	1093	1392
PFLU_5547	OV986001.1	6078126	6078477	-	352	904
PFLU_5548	OV986001.1	6078642	6079677	-	1036	1862
PFLU_5549	OV986001.1	6079813	6080242	+	430	606
PFLU_5550	OV986001.1	6080266	6081229	+	964	4034
PFLU_5551	OV986001.1	6081297	6082260	+	964	2089
PFLU_5552	OV986001.1	6082323	6083112	+	790	983
PFLU_5553	OV986001.1	6083158	6083497	+	340	3170
PFLU_5554	OV986001.1	6083614	6084262	+	649	1589
PFLU_5555	OV986001.1	6084334	6084757	-	424	447
PFLU_5556	OV986001.1	6085004	6085649	+	646	74
PFLU_5557	OV986001.1	6085645	6086341	-	697	286
PFLU_5558	OV986001.1	6086502	6087339	-	838	1143
PFLU_5559	OV986001.1	6087335	6088385	-	1051	862
PFLU_5560	OV986001.1	6088394	6088988	-	595	530
PFLU_5561	OV986001.1	6088998	6090480	-	1483	3196
PFLU_5562	OV986001.1	6090550	6091369	-	820	1478
PFLU_5563	OV986001.1	6091365	6092040	-	676	1509
PFLU_5564	OV986001.1	6092124	6093273	-	1150	242
PFLU_5565	OV986001.1	6093490	6094315	-	826	65
PFLU_5566	OV986001.1	6094327	6095575	-	1249	162
PFLU_5567	OV986001.1	6095780	6096821	-	1042	258
PFLU_5568	OV986001.1	6096864	6097977	-	1114	188
PFLU_5569	OV986001.1	6098191	6098821	-	631	85
PFLU_5570	OV986001.1	6098839	6100834	-	1996	525
PFLU_5571	OV986001.1	6100911	6101886	+	976	339
PFLU_5572	OV986001.1	6101968	6102736	-	769	242
PFLU_5573	OV986001.1	6102737	6103412	-	676	531
PFLU_5574	OV986001.1	6103408	6104434	-	1027	917
PFLU_5575	OV986001.1	6104564	6107375	+	2812	27939
PFLU_5576	OV986001.1	6107355	6108690	+	1336	58215
PFLU_5577	OV986001.1	6108686	6109676	+	991	8218
PFLU_5578	OV986001.1	6109672	6110485	+	814	737
PFLU_5579	OV986001.1	6110591	6110972	+	382	1025
PFLU_5580	OV986001.1	6110971	6111823	+	853	1074
PFLU_5581	OV986001.1	6111832	6112162	+	331	762
PFLU_5582	OV986001.1	6112446	6114369	+	1924	97077
PFLU_5583	OV986001.1	6114482	6115754	+	1273	2348
PFLU_5584	OV986001.1	6115750	6117316	+	1567	2688
PFLU_5585	OV986001.1	6117379	6118609	+	1231	374
PFLU_5586	OV986001.1	6118664	6119183	-	520	218
PFLU_5587	OV986001.1	6119173	6119527	-	355	165
PFLU_5588	OV986001.1	6119601	6120171	+	571	958
PFLU_5589	OV986001.1	6120204	6121230	-	1027	790
PFLU_5590	OV986001.1	6121339	6121732	-	394	23
PFLU_5591	OV986001.1	6122089	6124060	+	1972	8036
PFLU_5592	OV986001.1	6124127	6125978	+	1852	45224
PFLU_5593	OV986001.1	6126099	6129843	+	3745	622
PFLU_5594	OV986001.1	6129985	6130468	+	484	60
PFLU_5595	OV986001.1	6130614	6132318	+	1705	7248
PFLU_5596	OV986001.1	6132328	6133123	+	796	2669
PFLU_5597	OV986001.1	6133152	6135516	+	2365	2468
PFLU_5598	OV986001.1	6135675	6135750	+	76	126
