# Program:featureCounts v2.0.6; Command:"featureCounts" "-Q" "20" "-s" "2" "-p" "-a" "/storage/projects/QUO1015788/ref/REF_cds.gtf" "-T" "5" "-F" "SAF" "-o" "/storage/projects/QUO1015788/2209_6/2209_6_cds" "/storage/projects/QUO1015788/2209_6/2209_6.sam" 
Geneid	Chr	Start	End	Strand	Length	/storage/projects/QUO1015788/2209_6/2209_6.sam
PFLU_5065	OV986001.1	5564607	5565129	-	523	1475
PFLU_5066	OV986001.1	5565137	5565461	-	325	1591
PFLU_5067	OV986001.1	5565489	5565876	-	388	2632
PFLU_5068	OV986001.1	5565975	5567190	-	1216	4569
PFLU_5069	OV986001.1	5567240	5567918	-	679	1393
PFLU_5070	OV986001.1	5568032	5568818	-	787	1126
PFLU_5071	OV986001.1	5568820	5569591	-	772	557
PFLU_5072	OV986001.1	5569736	5570552	+	817	999
PFLU_5073	OV986001.1	5570775	5571318	-	544	649
PFLU_5074	OV986001.1	5571442	5572357	-	916	4451
PFLU_5075	OV986001.1	5572366	5574238	-	1873	7741
PFLU_5076	OV986001.1	5574297	5574636	-	340	1337
PFLU_5077	OV986001.1	5574679	5575804	-	1126	4914
PFLU_5078	OV986001.1	5575800	5576850	-	1051	1370
PFLU_5079	OV986001.1	5577112	5578450	+	1339	1619
PFLU_5080	OV986001.1	5578696	5579641	+	946	397
PFLU_5081	OV986001.1	5579721	5580399	+	679	21
PFLU_5082	OV986001.1	5580462	5580672	+	211	98
PFLU_5082A	OV986001.1	5580916	5581624	-	709	442
PFLU_5083	OV986001.1	5582329	5583853	+	1525	12175
PFLU_5083A	OV986001.1	5583995	5584820	+	826	8850
PFLU_5084	OV986001.1	5585277	5587008	-	1732	2655
PFLU_5085	OV986001.1	5587004	5588966	-	1963	2561
PFLU_5086	OV986001.1	5589020	5589227	-	208	63
PFLU_5087	OV986001.1	5589795	5590206	+	412	373
PFLU_5088	OV986001.1	5590765	5591842	-	1078	222
PFLU_5089	OV986001.1	5591804	5592338	-	535	68
PFLU_5090	OV986001.1	5592334	5593144	-	811	182
PFLU_5091	OV986001.1	5593153	5593693	-	541	243
PFLU_5092	OV986001.1	5593732	5595391	-	1660	605
PFLU_5093	OV986001.1	5595420	5597460	-	2041	373
PFLU_5094	OV986001.1	5597500	5597788	-	289	55
PFLU_5095	OV986001.1	5597811	5598180	-	370	166
PFLU_5096	OV986001.1	5598189	5599401	-	1213	560
PFLU_5097	OV986001.1	5599639	5600020	+	382	157
PFLU_5098	OV986001.1	5600128	5600413	-	286	70
PFLU_5099	OV986001.1	5600443	5601340	-	898	213
PFLU_5100	OV986001.1	5601468	5601888	+	421	515
PFLU_5101	OV986001.1	5601896	5602532	-	637	92
PFLU_5102	OV986001.1	5602689	5603061	+	373	159
PFLU_5103	OV986001.1	5603198	5603483	-	286	306
PFLU_5104	OV986001.1	5604524	5605100	-	577	509
PFLU_5105	OV986001.1	5605096	5605567	-	472	582
PFLU_5106	OV986001.1	5605759	5606923	+	1165	592
PFLU_5107	OV986001.1	5606938	5607226	+	289	24
PFLU_5108	OV986001.1	5607230	5607713	+	484	215
PFLU_5109	OV986001.1	5607716	5608283	-	568	324
PFLU_5110	OV986001.1	5608374	5609727	-	1354	326
PFLU_5111	OV986001.1	5609723	5610386	-	664	99
PFLU_5112	OV986001.1	5610533	5610800	+	268	11
PFLU_5113	OV986001.1	5610799	5611345	+	547	5
PFLU_5114	OV986001.1	5611366	5612635	+	1270	6
PFLU_5115	OV986001.1	5612631	5613246	+	616	36
PFLU_5116	OV986001.1	5613310	5615335	+	2026	148
PFLU_5117	OV986001.1	5615335	5615710	-	376	153
PFLU_5118	OV986001.1	5615892	5616273	+	382	34
PFLU_5119	OV986001.1	5616468	5617083	+	616	482
PFLU_5120	OV986001.1	5617079	5619323	+	2245	2531
PFLU_5123	OV986001.1	5619890	5620097	+	208	180
PFLU_5124	OV986001.1	5620208	5622098	+	1891	14630
PFLU_5124A	OV986001.1	5622290	5622632	+	343	95
PFLU_5126	OV986001.1	5622642	5622951	+	310	67
PFLU_5127	OV986001.1	5622966	5624154	+	1189	651
PFLU_5128	OV986001.1	5624166	5625195	-	1030	164
PFLU_5129	OV986001.1	5625185	5626232	+	1048	260
PFLU_5130	OV986001.1	5626321	5627575	+	1255	313
PFLU_5131	OV986001.1	5627804	5628113	+	310	174
PFLU_5132	OV986001.1	5628109	5628364	+	256	145
PFLU_5133	OV986001.1	5628417	5628921	+	505	442
PFLU_5134	OV986001.1	5628991	5629711	+	721	2428
PFLU_5135	OV986001.1	5629761	5630856	-	1096	130
PFLU_5136	OV986001.1	5631015	5631903	-	889	11829
PFLU_5137	OV986001.1	5631914	5632256	-	343	2401
PFLU_5138	OV986001.1	5632255	5632882	-	628	7006
PFLU_5139	OV986001.1	5632885	5634904	-	2020	46916
PFLU_5140	OV986001.1	5634907	5635903	-	997	15796
PFLU_5141	OV986001.1	5636641	5637148	-	508	203
PFLU_5142	OV986001.1	5637388	5638570	-	1183	104
PFLU_5143	OV986001.1	5638717	5640262	+	1546	340
PFLU_5144	OV986001.1	5640364	5641357	-	994	33
PFLU_5145	OV986001.1	5641405	5642281	+	877	409
PFLU_5146	OV986001.1	5642277	5644770	-	2494	71
PFLU_5147	OV986001.1	5645020	5646379	-	1360	97
PFLU_5148	OV986001.1	5646405	5648196	-	1792	60
PFLU_5149	OV986001.1	5648680	5649592	-	913	93
PFLU_5150	OV986001.1	5649765	5650671	-	907	563
PFLU_5151	OV986001.1	5650670	5651453	-	784	1084
PFLU_5152	OV986001.1	5651699	5652161	-	463	74
PFLU_5153	OV986001.1	5652290	5652758	+	469	523
PFLU_5154	OV986001.1	5652819	5653425	+	607	528
PFLU_5155	OV986001.1	5653427	5654354	-	928	3750
PFLU_5156	OV986001.1	5654598	5655159	+	562	718
PFLU_5157	OV986001.1	5655216	5655927	+	712	1607
PFLU_5158	OV986001.1	5655947	5656508	+	562	1076
PFLU_5159	OV986001.1	5656531	5656888	+	358	1197
PFLU_5160	OV986001.1	5656904	5657201	+	298	421
PFLU_5161	OV986001.1	5657193	5657535	+	343	538
PFLU_5162	OV986001.1	5657614	5658577	-	964	5318
PFLU_5163	OV986001.1	5658872	5659640	+	769	264
PFLU_5164	OV986001.1	5659694	5660897	+	1204	29
PFLU_5165	OV986001.1	5660865	5661969	-	1105	199
PFLU_5166	OV986001.1	5662242	5662812	-	571	713
PFLU_5167	OV986001.1	5662826	5663291	-	466	462
PFLU_5168	OV986001.1	5663306	5664428	-	1123	1934
PFLU_5169	OV986001.1	5664536	5665760	-	1225	3155
PFLU_5170	OV986001.1	5665953	5666211	-	259	5589
PFLU_5171	OV986001.1	5666245	5666560	-	316	12327
PFLU_5172	OV986001.1	5666799	5667768	+	970	1894
PFLU_5173	OV986001.1	5667897	5668239	+	343	684
PFLU_5174	OV986001.1	5668397	5668655	+	259	331
PFLU_5175	OV986001.1	5668847	5669465	-	619	2367
PFLU_5176	OV986001.1	5669717	5671637	+	1921	31
PFLU_5177	OV986001.1	5671760	5672159	-	400	132
PFLU_5178	OV986001.1	5672158	5673622	-	1465	271
PFLU_5179	OV986001.1	5673623	5674484	-	862	262
PFLU_5180	OV986001.1	5674510	5675860	-	1351	44
PFLU_5181	OV986001.1	5676108	5676489	+	382	128
PFLU_5182	OV986001.1	5676608	5678054	-	1447	355
PFLU_5183	OV986001.1	5678247	5679219	-	973	87
PFLU_5184	OV986001.1	5679244	5680141	-	898	269
PFLU_5185	OV986001.1	5680248	5681034	-	787	47
PFLU_5186	OV986001.1	5681099	5681996	+	898	173
PFLU_5187	OV986001.1	5681941	5683348	-	1408	138
PFLU_5188	OV986001.1	5683509	5684760	-	1252	742
PFLU_5189	OV986001.1	5684904	5685378	+	475	25
PFLU_5190	OV986001.1	5685504	5686434	-	931	130
PFLU_5191	OV986001.1	5686475	5686766	-	292	102
PFLU_5192	OV986001.1	5686778	5687906	-	1129	41
PFLU_5192A	OV986001.1	5688020	5688896	+	877	61
PFLU_5193	OV986001.1	5688892	5689930	-	1039	213
PFLU_5194	OV986001.1	5690190	5691582	+	1393	177
PFLU_5195	OV986001.1	5691581	5692073	+	493	30
PFLU_5196	OV986001.1	5692298	5693306	+	1009	150
PFLU_5197	OV986001.1	5693371	5694781	+	1411	1007
PFLU_5198	OV986001.1	5694921	5695779	-	859	357
PFLU_5199	OV986001.1	5695775	5696426	-	652	322
PFLU_5200	OV986001.1	5696666	5697011	+	346	11350
PFLU_5201	OV986001.1	5697239	5697923	+	685	110
PFLU_5202	OV986001.1	5697909	5698797	-	889	164
PFLU_5203	OV986001.1	5698812	5700330	-	1519	489
PFLU_5204	OV986001.1	5700459	5701407	+	949	1779
PFLU_5205	OV986001.1	5701699	5702023	+	325	163
PFLU_5206	OV986001.1	5702067	5703015	-	949	343
PFLU_5207	OV986001.1	5703014	5703863	-	850	28
PFLU_5208	OV986001.1	5703916	5704864	-	949	87
PFLU_5209	OV986001.1	5705197	5705689	-	493	738
PFLU_5210	OV986001.1	5705693	5706956	-	1264	263
PFLU_5211	OV986001.1	5706952	5707525	-	574	227
PFLU_5212	OV986001.1	5707537	5709643	-	2107	1050
PFLU_5213	OV986001.1	5709639	5713314	-	3676	2556
PFLU_5214	OV986001.1	5713310	5716760	-	3451	2859
PFLU_5215	OV986001.1	5722665	5723286	-	622	96
PFLU_5216	OV986001.1	5723285	5724299	-	1015	226
PFLU_5217	OV986001.1	5724362	5725220	-	859	992
PFLU_5218	OV986001.1	5725365	5726382	-	1018	10781
PFLU_5219	OV986001.1	5726429	5726921	-	493	2333
PFLU_5220	OV986001.1	5726923	5728648	-	1726	6388
PFLU_5221	OV986001.1	5729081	5729411	-	331	452
PFLU_5222	OV986001.1	5729410	5730145	-	736	1112
PFLU_5223	OV986001.1	5730161	5732486	-	2326	4424
PFLU_5224	OV986001.1	5732604	5734161	+	1558	4335
PFLU_5225	OV986001.1	5734253	5734598	+	346	821
PFLU_5226	OV986001.1	5734787	5735060	+	274	420
PFLU_5227	OV986001.1	5735334	5736102	-	769	70
PFLU_5228	OV986001.1	5736101	5737139	-	1039	72
PFLU_5229	OV986001.1	5737135	5738014	-	880	154
PFLU_5230	OV986001.1	5738170	5738488	+	319	44
PFLU_5231	OV986001.1	5738484	5739195	-	712	394
PFLU_5232	OV986001.1	5739194	5740367	-	1174	1052
PFLU_5233	OV986001.1	5740669	5741128	+	460	1466
PFLU_5234	OV986001.1	5741212	5742100	+	889	412
PFLU_5235	OV986001.1	5742162	5742339	+	178	45
PFLU_5236	OV986001.1	5742322	5745277	+	2956	1587
PFLU_5237	OV986001.1	5745299	5746730	+	1432	5452
PFLU_5239	OV986001.1	5747439	5748843	+	1405	4824
PFLU_5240	OV986001.1	5748845	5749331	+	487	469
PFLU_5241	OV986001.1	5749617	5750418	+	802	2551
PFLU_5242	OV986001.1	5750414	5751266	+	853	886
PFLU_5243	OV986001.1	5751479	5753144	+	1666	7050
PFLU_5244	OV986001.1	5753249	5755187	+	1939	1257
PFLU_5245	OV986001.1	5755203	5756073	+	871	353
PFLU_5246	OV986001.1	5756130	5757147	+	1018	354
PFLU_5247	OV986001.1	5757234	5760153	+	2920	2335
PFLU_5248	OV986001.1	5760374	5760998	-	625	7720
PFLU_5249	OV986001.1	5761294	5763400	-	2107	32382
PFLU_5250	OV986001.1	5763594	5763864	-	271	7652
PFLU_5251	OV986001.1	5763979	5764897	-	919	3439
PFLU_5252	OV986001.1	5764900	5765296	-	397	1204
PFLU_5253	OV986001.1	5765455	5767981	-	2527	31472
PFLU_5254	OV986001.1	5768008	5769490	-	1483	12792
PFLU_5255	OV986001.1	5769537	5770059	-	523	1465
PFLU_5256	OV986001.1	5770417	5770801	-	385	3321
PFLU_5257	OV986001.1	5770805	5771561	-	757	3677
PFLU_5258	OV986001.1	5771627	5772965	-	1339	10960
PFLU_5259	OV986001.1	5772981	5773833	-	853	1905
PFLU_5260	OV986001.1	5773841	5775761	-	1921	13825
PFLU_5261	OV986001.1	5775952	5776603	-	652	2889
PFLU_5262	OV986001.1	5776709	5777018	+	310	630
PFLU_5263	OV986001.1	5777038	5777494	-	457	920
PFLU_5264	OV986001.1	5777471	5777948	-	478	1342
PFLU_5265	OV986001.1	5777944	5781166	-	3223	26267
PFLU_5266	OV986001.1	5781271	5782408	-	1138	4965
PFLU_5267	OV986001.1	5782667	5783474	-	808	2744
PFLU_5268	OV986001.1	5783484	5784609	-	1126	4654
PFLU_5269	OV986001.1	5784925	5786842	-	1918	102940
PFLU_5270	OV986001.1	5786944	5787505	-	562	11261
PFLU_5271	OV986001.1	5787759	5789433	+	1675	2499
PFLU_5272	OV986001.1	5789530	5789935	-	406	1677
PFLU_5273	OV986001.1	5790033	5790561	+	529	2195
PFLU_5274	OV986001.1	5790624	5790927	-	304	141
PFLU_5275	OV986001.1	5790919	5791354	-	436	453
PFLU_5276	OV986001.1	5791522	5792005	+	484	1610
PFLU_5277	OV986001.1	5792041	5792809	-	769	770
PFLU_5278	OV986001.1	5793059	5794754	+	1696	1196
PFLU_5279	OV986001.1	5794823	5797634	+	2812	4758
PFLU_5280	OV986001.1	5797784	5798063	+	280	406
PFLU_5281	OV986001.1	5798737	5799943	+	1207	265
PFLU_5282	OV986001.1	5800083	5800770	+	688	536
PFLU_5282A	OV986001.1	5800681	5801317	-	637	110
PFLU_5283	OV986001.1	5801537	5802512	+	976	187
PFLU_5284	OV986001.1	5803052	5803418	+	367	29
PFLU_5285	OV986001.1	5803797	5804289	-	493	80
PFLU_5286	OV986001.1	5804848	5805301	-	454	751
PFLU_5287	OV986001.1	5805915	5806371	-	457	344
PFLU_5288	OV986001.1	5807071	5807389	-	319	5
PFLU_5289	OV986001.1	5807617	5808508	-	892	12
PFLU_5290	OV986001.1	5808456	5808765	-	310	15
PFLU_5291A	OV986001.1	5809373	5809556	-	184	279
PFLU_5292	OV986001.1	5809556	5810165	-	610	1033
PFLU_5293	OV986001.1	5810151	5810361	+	211	234
PFLU_5294	OV986001.1	5810443	5810569	+	127	39
PFLU_5295	OV986001.1	5811001	5811640	-	640	728
PFLU_5296	OV986001.1	5811756	5813307	+	1552	300
PFLU_5297	OV986001.1	5813309	5813990	+	682	2486
PFLU_5298	OV986001.1	5814019	5814328	+	310	86
PFLU_5299	OV986001.1	5814934	5816089	-	1156	1077
PFLU_5300	OV986001.1	5816046	5817828	+	1783	385
PFLU_5301	OV986001.1	5817748	5820247	+	2500	854
PFLU_5302	OV986001.1	5820243	5821089	+	847	127
PFLU_5303	OV986001.1	5821687	5823253	+	1567	155
PFLU_5304	OV986001.1	5823255	5824164	+	910	920
PFLU_5305	OV986001.1	5824165	5825071	+	907	263
PFLU_5306	OV986001.1	5825344	5825662	+	319	12
PFLU_5307	OV986001.1	5825658	5825994	+	337	16
PFLU_5308	OV986001.1	5826044	5827571	+	1528	4564
PFLU_5309	OV986001.1	5827693	5829697	+	2005	145
PFLU_5310	OV986001.1	5830055	5830370	-	316	84
PFLU_5311	OV986001.1	5830612	5831653	-	1042	1091
PFLU_5312	OV986001.1	5832166	5832469	-	304	21
PFLU_5313	OV986001.1	5832560	5833223	+	664	1011
PFLU_5314	OV986001.1	5834906	5835839	+	934	113
PFLU_5315	OV986001.1	5835914	5837060	+	1147	308
PFLU_5316	OV986001.1	5837190	5839353	+	2164	837
PFLU_5317	OV986001.1	5839499	5840933	+	1435	1548
PFLU_5318	OV986001.1	5840948	5841437	-	490	1081
PFLU_5319	OV986001.1	5841600	5843424	+	1825	132511
PFLU_5320	OV986001.1	5843431	5843749	-	319	314
PFLU_5321	OV986001.1	5844069	5846508	-	2440	7870
PFLU_5322	OV986001.1	5846777	5847266	+	490	12107
PFLU_5323	OV986001.1	5847358	5849212	+	1855	2088
PFLU_5324	OV986001.1	5849458	5849815	+	358	23
PFLU_5325	OV986001.1	5849885	5850374	+	490	135
PFLU_5326	OV986001.1	5850370	5851708	-	1339	1314
PFLU_5327	OV986001.1	5851966	5853631	-	1666	13500
PFLU_5328	OV986001.1	5853794	5854406	+	613	120
PFLU_5329	OV986001.1	5854522	5858374	+	3853	1668
PFLU_5330	OV986001.1	5858603	5859857	+	1255	3851
PFLU_5331	OV986001.1	5859975	5860935	-	961	966
PFLU_5332	OV986001.1	5861083	5861281	-	199	313
PFLU_5333	OV986001.1	5861296	5863363	-	2068	5336
PFLU_5334	OV986001.1	5863537	5863906	+	370	240
PFLU_5335	OV986001.1	5863915	5864662	+	748	250
PFLU_5336	OV986001.1	5864689	5865433	-	745	444
PFLU_5337	OV986001.1	5865440	5866808	-	1369	787
PFLU_5338	OV986001.1	5866843	5867383	-	541	13
PFLU_5339	OV986001.1	5867441	5868983	-	1543	588
PFLU_5340	OV986001.1	5869270	5869690	+	421	2309
PFLU_5341	OV986001.1	5869928	5870705	-	778	730
PFLU_5342	OV986001.1	5871087	5871798	+	712	557
PFLU_5343	OV986001.1	5871957	5873082	+	1126	1245
PFLU_5344	OV986001.1	5873148	5873316	-	169	141
PFLU_5345	OV986001.1	5873328	5874336	-	1009	1535
PFLU_5346	OV986001.1	5874337	5875777	-	1441	2775
PFLU_5347	OV986001.1	5876093	5877344	+	1252	295
PFLU_5348	OV986001.1	5877465	5879649	-	2185	454
PFLU_5349	OV986001.1	5879645	5880635	-	991	119
PFLU_5350	OV986001.1	5880631	5881138	-	508	90
PFLU_5351	OV986001.1	5881233	5881680	-	448	126
PFLU_5352	OV986001.1	5881853	5883149	+	1297	1108
PFLU_5353	OV986001.1	5883145	5884225	+	1081	6867
PFLU_5354	OV986001.1	5884207	5884675	-	469	224
PFLU_5355	OV986001.1	5884671	5885100	-	430	254
PFLU_5356	OV986001.1	5885235	5886552	-	1318	39
PFLU_5357	OV986001.1	5886548	5887874	-	1327	10
PFLU_5358	OV986001.1	5887870	5889607	-	1738	17
PFLU_5359	OV986001.1	5889780	5890413	-	634	24
PFLU_5361	OV986001.1	5890516	5893273	-	2758	62
PFLU_5362	OV986001.1	5894410	5895409	-	1000	95
PFLU_5363	OV986001.1	5895472	5895994	-	523	31
PFLU_5364	OV986001.1	5896201	5896651	+	451	14
PFLU_5365	OV986001.1	5896647	5897496	+	850	62
PFLU_5366	OV986001.1	5897630	5898338	-	709	555
PFLU_5367	OV986001.1	5898349	5900251	-	1903	285
PFLU_5368	OV986001.1	5900472	5901807	+	1336	206
PFLU_5369	OV986001.1	5901820	5902699	-	880	979
PFLU_5370	OV986001.1	5902898	5903312	+	415	371
PFLU_5371	OV986001.1	5903368	5904256	+	889	592
PFLU_5372	OV986001.1	5904256	5905246	+	991	477
PFLU_5373	OV986001.1	5905303	5905903	-	601	397
PFLU_5374	OV986001.1	5905899	5906769	-	871	1126
PFLU_5375	OV986001.1	5906807	5907377	-	571	555
PFLU_5376	OV986001.1	5907452	5908373	+	922	216
PFLU_5377	OV986001.1	5908544	5909771	+	1228	2669
PFLU_5378	OV986001.1	5909907	5911242	-	1336	1115
PFLU_5379	OV986001.1	5911290	5912187	-	898	370
PFLU_5380	OV986001.1	5912347	5912809	+	463	295
PFLU_5381	OV986001.1	5912898	5913162	-	265	129
PFLU_5382	OV986001.1	5913233	5913383	+	151	29
PFLU_5383	OV986001.1	5914197	5914494	+	298	1372
PFLU_5384	OV986001.1	5914717	5915329	-	613	540
PFLU_5385	OV986001.1	5915372	5915849	-	478	312
PFLU_5386	OV986001.1	5915966	5916713	-	748	1259
PFLU_5387	OV986001.1	5916889	5917549	+	661	177
PFLU_5388	OV986001.1	5917589	5918678	+	1090	426
PFLU_5389	OV986001.1	5918739	5921250	-	2512	763
PFLU_5390	OV986001.1	5921332	5921794	+	463	634
PFLU_5391	OV986001.1	5921803	5922697	+	895	918
PFLU_5392	OV986001.1	5922693	5923779	-	1087	953
PFLU_5393	OV986001.1	5924164	5924644	+	481	255
PFLU_5394	OV986001.1	5924834	5925053	+	220	229
PFLU_5395	OV986001.1	5925047	5925683	-	637	263
PFLU_5396	OV986001.1	5925754	5927218	-	1465	4327
PFLU_5397	OV986001.1	5927405	5929085	-	1681	329
PFLU_5398	OV986001.1	5929128	5931519	-	2392	1964
PFLU_5399	OV986001.1	5931795	5932593	+	799	2748
PFLU_5400	OV986001.1	5932611	5933241	+	631	545
PFLU_5401	OV986001.1	5933252	5934536	+	1285	8604
PFLU_5402	OV986001.1	5934761	5935316	+	556	1186
PFLU_5403	OV986001.1	5935462	5935789	-	328	231
PFLU_5404	OV986001.1	5935920	5937249	+	1330	1889
PFLU_5405	OV986001.1	5937464	5938469	+	1006	8534
PFLU_5406	OV986001.1	5938461	5938956	+	496	1049
PFLU_5407	OV986001.1	5938961	5939801	+	841	4634
PFLU_5408	OV986001.1	5939809	5941333	+	1525	1386
PFLU_5409	OV986001.1	5941456	5942218	-	763	164
PFLU_5410	OV986001.1	5942896	5945503	+	2608	16659
PFLU_5411	OV986001.1	5945591	5946197	+	607	2897
PFLU_5412	OV986001.1	5946236	5947274	+	1039	1307
PFLU_5413	OV986001.1	5947491	5947656	+	166	22
PFLU_5414	OV986001.1	5947717	5949043	+	1327	52387
PFLU_5415	OV986001.1	5949173	5950094	-	922	1733
PFLU_5416	OV986001.1	5950276	5951302	-	1027	6042
PFLU_5417	OV986001.1	5951304	5951952	-	649	3004
PFLU_5418	OV986001.1	5951951	5952227	-	277	1357
PFLU_5419	OV986001.1	5952311	5953469	-	1159	8127
PFLU_5420	OV986001.1	5953649	5954654	-	1006	4087
PFLU_5421	OV986001.1	5954653	5955664	-	1012	2636
PFLU_5422	OV986001.1	5955681	5956785	-	1105	859
PFLU_5423	OV986001.1	5956816	5958715	-	1900	2207
PFLU_5424	OV986001.1	5958730	5959198	-	469	1388
PFLU_5425	OV986001.1	5959207	5959702	-	496	3449
PFLU_5426	OV986001.1	5959771	5960419	-	649	1890
PFLU_5427	OV986001.1	5960415	5961681	-	1267	2603
PFLU_5428	OV986001.1	5961856	5962540	+	685	372
PFLU_5429	OV986001.1	5962604	5963921	+	1318	694
PFLU_5430	OV986001.1	5963914	5964136	-	223	240
PFLU_5431	OV986001.1	5964230	5964821	-	592	234
PFLU_5432	OV986001.1	5964842	5965559	-	718	247
PFLU_5433	OV986001.1	5965555	5965909	-	355	94
PFLU_5434	OV986001.1	5966085	5966541	+	457	3753
PFLU_5435	OV986001.1	5966645	5968364	+	1720	2264
PFLU_5436	OV986001.1	5968393	5969035	+	643	1190
PFLU_5437	OV986001.1	5969224	5969509	-	286	183
PFLU_5438	OV986001.1	5969501	5970131	-	631	945
PFLU_5439	OV986001.1	5970127	5971477	-	1351	2462
PFLU_5440	OV986001.1	5971534	5973442	-	1909	1394
PFLU_5441	OV986001.1	5973715	5975236	+	1522	966
PFLU_5442	OV986001.1	5975441	5976875	+	1435	250
PFLU_5443	OV986001.1	5976939	5978334	+	1396	1579
PFLU_5444	OV986001.1	5978330	5979164	+	835	613
PFLU_5445	OV986001.1	5979256	5979715	+	460	491
PFLU_5446	OV986001.1	5980015	5980681	+	667	323
PFLU_5447	OV986001.1	5980687	5981503	+	817	267
PFLU_5448	OV986001.1	5981612	5982140	+	529	5963
PFLU_5449	OV986001.1	5982353	5983130	+	778	93
PFLU_5450	OV986001.1	5983354	5983726	+	373	13
PFLU_5451	OV986001.1	5983887	5984492	+	606	78
PFLU_5453	OV986001.1	5984522	5984933	+	412	4
PFLU_5454	OV986001.1	5985236	5985869	+	634	140
PFLU_5455	OV986001.1	5985921	5987241	-	1321	303
PFLU_5456	OV986001.1	5987419	5988502	-	1084	55
PFLU_5457	OV986001.1	5988653	5989358	+	706	44
PFLU_5458	OV986001.1	5989296	5989677	+	382	117
PFLU_5459	OV986001.1	5989766	5990906	+	1141	899
PFLU_5460	OV986001.1	5990981	5991224	+	244	256
PFLU_5461	OV986001.1	5991220	5992108	+	889	1076
PFLU_5462	OV986001.1	5992218	5994117	+	1900	20683
PFLU_5463	OV986001.1	5994194	5996090	+	1897	2797
PFLU_5464	OV986001.1	5996109	5996898	-	790	180
PFLU_5465	OV986001.1	5996894	5997314	-	421	213
PFLU_5466	OV986001.1	5997310	5997928	-	619	880
PFLU_5467	OV986001.1	5998057	5998786	-	730	349
PFLU_5468	OV986001.1	5998848	5999814	-	967	602
PFLU_5469	OV986001.1	5999832	6000333	-	502	1564
PFLU_5470	OV986001.1	6000329	6000806	-	478	1901
PFLU_5471	OV986001.1	6000896	6001988	-	1093	2720
PFLU_5472	OV986001.1	6002003	6002666	-	664	2331
PFLU_5473	OV986001.1	6002714	6003824	-	1111	689
PFLU_5474	OV986001.1	6003847	6004318	-	472	1323
PFLU_5475	OV986001.1	6004458	6004914	+	457	1261
PFLU_5476	OV986001.1	6004910	6005567	+	658	235
PFLU_5477	OV986001.1	6005807	6006680	+	874	1132
PFLU_5478	OV986001.1	6006676	6007024	-	349	45
PFLU_5479	OV986001.1	6007154	6007745	+	592	74
PFLU_5480	OV986001.1	6007751	6008462	+	712	72
PFLU_5481	OV986001.1	6008463	6009729	+	1267	413
PFLU_5482	OV986001.1	6009740	6010262	+	523	302
PFLU_5483	OV986001.1	6010356	6011055	+	700	60539
PFLU_5484	OV986001.1	6011209	6012094	-	886	1163
PFLU_5485	OV986001.1	6012235	6016495	+	4261	1455
PFLU_5486	OV986001.1	6016628	6018875	-	2248	227
PFLU_5487	OV986001.1	6019266	6020046	+	781	244
PFLU_5488	OV986001.1	6020042	6021305	+	1264	242
PFLU_5489	OV986001.1	6021294	6022251	+	958	157
PFLU_5490	OV986001.1	6022316	6023072	-	757	302
PFLU_5491	OV986001.1	6023061	6024171	-	1111	366
PFLU_5492	OV986001.1	6024342	6025338	-	997	247
PFLU_5493	OV986001.1	6025398	6025959	+	562	243
PFLU_5494	OV986001.1	6025980	6026742	-	763	369
PFLU_5495	OV986001.1	6026847	6027606	-	760	259
PFLU_5496	OV986001.1	6027775	6028291	-	517	3735
PFLU_5497	OV986001.1	6028300	6029695	-	1396	3208
PFLU_5498	OV986001.1	6029873	6032708	+	2836	7951
PFLU_5499	OV986001.1	6032773	6033238	-	466	4853
PFLU_5500	OV986001.1	6033393	6034842	-	1450	2039
PFLU_5501	OV986001.1	6035080	6035467	-	388	20387
PFLU_5502	OV986001.1	6035508	6036510	-	1003	53086
PFLU_5503	OV986001.1	6036532	6037153	-	622	23320
PFLU_5504	OV986001.1	6037171	6037561	-	391	22255
PFLU_5505	OV986001.1	6037591	6037948	-	358	34146
PFLU_5506	OV986001.1	6038077	6038194	-	118	8900
PFLU_5507	OV986001.1	6038222	6039551	-	1330	87475
PFLU_5508	OV986001.1	6039551	6039989	-	439	25666
PFLU_5509	OV986001.1	6039992	6040169	-	178	14490
PFLU_5510	OV986001.1	6040171	6040672	-	502	33356
PFLU_5511	OV986001.1	6040675	6041026	-	352	6180
PFLU_5512	OV986001.1	6041036	6041570	-	535	29516
PFLU_5513	OV986001.1	6041582	6041975	-	394	13781
PFLU_5514	OV986001.1	6042183	6042489	-	307	27225
PFLU_5515	OV986001.1	6042502	6043042	-	541	66231
PFLU_5516	OV986001.1	6043062	6043377	-	316	13293
PFLU_5517	OV986001.1	6043388	6043757	-	370	27152
PFLU_5518	OV986001.1	6043780	6044047	-	268	17078
PFLU_5519	OV986001.1	6044049	6044241	-	193	3920
PFLU_5520	OV986001.1	6044240	6044654	-	415	31067
PFLU_5521	OV986001.1	6044666	6045353	-	688	41748
PFLU_5522	OV986001.1	6045366	6045699	-	334	29175
PFLU_5523	OV986001.1	6045710	6045986	-	277	25139
PFLU_5524	OV986001.1	6046002	6046827	-	826	37369
PFLU_5525	OV986001.1	6046841	6047141	-	301	12082
PFLU_5526	OV986001.1	6047137	6047740	-	604	60273
PFLU_5527	OV986001.1	6047752	6048388	-	637	50417
PFLU_5528	OV986001.1	6048469	6048781	-	313	29835
