Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	RefSeq
C3KCU7	unreviewed	C3KCU7_PSEFS	Methyltranfer_dom domain-containing protein	PFLU_1403	Pseudomonas fluorescens (strain SBW25)	402	
C3KCU8	unreviewed	C3KCU8_PSEFS	Membrane protein	PFLU_1404	Pseudomonas fluorescens (strain SBW25)	299	WP_012722707.1;
C3KCU9	unreviewed	C3KCU9_PSEFS	TonB-dependent receptor protein	PFLU_1405	Pseudomonas fluorescens (strain SBW25)	854	WP_012722708.1;
C3KCV0	unreviewed	C3KCV0_PSEFS	Iron dicitrate transport regulator FecR	PFLU_1406	Pseudomonas fluorescens (strain SBW25)	322	WP_012722709.1;
C3KCV1	unreviewed	C3KCV1_PSEFS	RNA polymerase sigma factor	PFLU_1407	Pseudomonas fluorescens (strain SBW25)	179	WP_012722710.1;
C3KCV2	unreviewed	C3KCV2_PSEFS	Dihydrodipicolinate synthase	PFLU_1408	Pseudomonas fluorescens (strain SBW25)	290	WP_012722711.1;
C3KCV3	unreviewed	C3KCV3_PSEFS	Aldolase	PFLU_1409	Pseudomonas fluorescens (strain SBW25)	260	WP_012722712.1;
C3KCV4	unreviewed	C3KCV4_PSEFS	DNA-binding regulatory protein	PFLU_1410	Pseudomonas fluorescens (strain SBW25)	175	WP_012722713.1;
C3KCV5	unreviewed	C3KCV5_PSEFS	DUF4917 domain-containing protein	PFLU_1411	Pseudomonas fluorescens (strain SBW25)	338	WP_012722714.1;
C3KCV6	unreviewed	C3KCV6_PSEFS	Probable alcohol dehydrogenase (EC 1.1.1.1)	PFLU_1412	Pseudomonas fluorescens (strain SBW25)	382	
C3KCV7	unreviewed	C3KCV7_PSEFS	Transport-related memebrane protein	PFLU_1413	Pseudomonas fluorescens (strain SBW25)	395	WP_012722716.1;
C3KCV8	unreviewed	C3KCV8_PSEFS	NAD(P)-bd_dom domain-containing protein	PFLU_1414	Pseudomonas fluorescens (strain SBW25)	224	WP_012722717.1;
C3KCV9	unreviewed	C3KCV9_PSEFS	LysR-family regulatory protein	PFLU_1415	Pseudomonas fluorescens (strain SBW25)	302	WP_012722718.1;
C3KCW0	unreviewed	C3KCW0_PSEFS	CoA transferase family protein	PFLU_1416	Pseudomonas fluorescens (strain SBW25)	397	WP_012722719.1;
C3KCW1	unreviewed	C3KCW1_PSEFS	Hydroxymethylglutaryl-CoA lyase	PFLU_1417	Pseudomonas fluorescens (strain SBW25)	313	WP_012722720.1;
C3KCW2	unreviewed	C3KCW2_PSEFS	Transport-related membrane protein	PFLU_1418	Pseudomonas fluorescens (strain SBW25)	443	WP_012722721.1;
C3KCW3	unreviewed	C3KCW3_PSEFS	Membrane protein	PFLU_1419	Pseudomonas fluorescens (strain SBW25)	162	WP_012722722.1;
C3KCW4	unreviewed	C3KCW4_PSEFS	LysR-family regulatory protein	PFLU_1420	Pseudomonas fluorescens (strain SBW25)	299	
C3KCW6	unreviewed	C3KCW6_PSEFS	General secretory pathway protein C	PFLU_3238	Pseudomonas fluorescens (strain SBW25)	143	WP_012724401.1;
C3KCW8	unreviewed	C3KCW8_PSEFS	Type II secretion system protein J	PFLU_3240	Pseudomonas fluorescens (strain SBW25)	203	WP_012724403.1;
C3KCW9	unreviewed	C3KCW9_PSEFS	Uncharacterized protein	PFLU_3241	Pseudomonas fluorescens (strain SBW25)	132	WP_012724404.1;
C3KCX0	unreviewed	C3KCX0_PSEFS	Immunity protein 49 of polymorphic toxin system	PFLU_3242	Pseudomonas fluorescens (strain SBW25)	266	WP_012724405.1;
C3KCX1	unreviewed	C3KCX1_PSEFS	Uncharacterized protein	PFLU_3242A	Pseudomonas fluorescens (strain SBW25)	85	WP_012724406.1;
C3KCX2	unreviewed	C3KCX2_PSEFS	Uncharacterized protein	PFLU_3243	Pseudomonas fluorescens (strain SBW25)	194	WP_012724407.1;
C3KCX3	unreviewed	C3KCX3_PSEFS	Uncharacterized protein	PFLU_3244	Pseudomonas fluorescens (strain SBW25)	86	
C3KCX4	unreviewed	C3KCX4_PSEFS	Uncharacterized protein	PFLU_3245	Pseudomonas fluorescens (strain SBW25)	143	WP_012724409.1;
C3KCX5	unreviewed	C3KCX5_PSEFS	Putative adhesin (Toxin CdiA)	PFLU_3246	Pseudomonas fluorescens (strain SBW25)	4058	WP_012724410.1;
C3KCX6	unreviewed	C3KCX6_PSEFS	Outer membrane adhesin activator protein	PFLU_3247	Pseudomonas fluorescens (strain SBW25)	573	WP_012724411.1;
C3KCX7	unreviewed	C3KCX7_PSEFS	His-Xaa-Ser system protein HxsD	PFLU_3248	Pseudomonas fluorescens (strain SBW25)	99	
C3KCX8	unreviewed	C3KCX8_PSEFS	Radical SAM protein	PFLU_3249	Pseudomonas fluorescens (strain SBW25)	500	
C3KCX9	unreviewed	C3KCX9_PSEFS	Radical_SAM domain-containing protein	PFLU_3250	Pseudomonas fluorescens (strain SBW25)	411	
C3KCY0	unreviewed	C3KCY0_PSEFS	Exported protein	PFLU_3251	Pseudomonas fluorescens (strain SBW25)	201	
C3KCY1	unreviewed	C3KCY1_PSEFS	Lipoprotein	PFLU_3252	Pseudomonas fluorescens (strain SBW25)	94	WP_012724416.1;
C3KCY2	unreviewed	C3KCY2_PSEFS	Membrane protein	PFLU_3253	Pseudomonas fluorescens (strain SBW25)	314	WP_012724417.1;
C3KCY3	unreviewed	C3KCY3_PSEFS	Signalling-related membrane protein	PFLU_3255	Pseudomonas fluorescens (strain SBW25)	376	WP_012724418.1;
C3KCY4	unreviewed	C3KCY4_PSEFS	Cytochrome p450 oxidoreductase	PFLU_3256	Pseudomonas fluorescens (strain SBW25)	388	WP_012724419.1;
C3KCY5	unreviewed	C3KCY5_PSEFS	ArsR-family transcriptional regulator	PFLU_3257	Pseudomonas fluorescens (strain SBW25)	256	WP_012724420.1;
C3KCY6	unreviewed	C3KCY6_PSEFS	ABC transport membrane protein	PFLU_3258	Pseudomonas fluorescens (strain SBW25)	605	
C3KCY7	unreviewed	C3KCY7_PSEFS	Uncharacterized protein	PFLU_3259	Pseudomonas fluorescens (strain SBW25)	133	
C3KCY8	unreviewed	C3KCY8_PSEFS	LysR-family transcriptional regulator	PFLU_3260	Pseudomonas fluorescens (strain SBW25)	293	WP_012724423.1;
C3KCY9	unreviewed	C3KCY9_PSEFS	Arginase	PFLU_3261	Pseudomonas fluorescens (strain SBW25)	304	WP_012724424.1;
C3KCZ0	unreviewed	C3KCZ0_PSEFS	Amidase	PFLU_3262	Pseudomonas fluorescens (strain SBW25)	490	
C3KCZ1	unreviewed	C3KCZ1_PSEFS	MFS-type drug efflux transporter P55	PFLU_3263	Pseudomonas fluorescens (strain SBW25)	410	WP_012724426.1;
C3KCZ2	unreviewed	C3KCZ2_PSEFS	Conserved hypothetical exported protein	PFLU_3264	Pseudomonas fluorescens (strain SBW25)	310	WP_012724427.1;
C3KCZ3	unreviewed	C3KCZ3_PSEFS	AraC-family transcriptional regulator	PFLU_3265	Pseudomonas fluorescens (strain SBW25)	330	WP_012724428.1;
C3KCZ4	unreviewed	C3KCZ4_PSEFS	Uncharacterized protein	PFLU_3342	Pseudomonas fluorescens (strain SBW25)	230	
C3KCZ5	unreviewed	C3KCZ5_PSEFS	Uncharacterized protein	PFLU_3342A	Pseudomonas fluorescens (strain SBW25)	265	WP_012724502.1;
C3KCZ6	unreviewed	C3KCZ6_PSEFS	Uncharacterized protein	PFLU_3343	Pseudomonas fluorescens (strain SBW25)	246	WP_012724503.1;
C3KCZ7	unreviewed	C3KCZ7_PSEFS	DUF4760 domain-containing protein	PFLU_3344	Pseudomonas fluorescens (strain SBW25)	183	WP_012724504.1;
C3KCZ8	unreviewed	C3KCZ8_PSEFS	DUF4113 domain-containing protein	PFLU_3345	Pseudomonas fluorescens (strain SBW25)	134	
C3KCZ9	unreviewed	C3KCZ9_PSEFS	Uncharacterized protein	PFLU_3345A	Pseudomonas fluorescens (strain SBW25)	203	
C3KD01	unreviewed	C3KD01_PSEFS	Membrane protein	PFLU_3348	Pseudomonas fluorescens (strain SBW25)	224	WP_012724508.1;
C3KD02	unreviewed	C3KD02_PSEFS	RNA polymerase sigma factor	PFLU_3349	Pseudomonas fluorescens (strain SBW25)	152	
C3KD03	unreviewed	C3KD03_PSEFS	Exported protein	PFLU_3350	Pseudomonas fluorescens (strain SBW25)	197	WP_012724510.1;
C3KD07	unreviewed	C3KD07_PSEFS	Fe2+ zn2+ uptake regulation protein	PFLU_3354	Pseudomonas fluorescens (strain SBW25)	126	WP_012724513.1;
C3KD08	unreviewed	C3KD08_PSEFS	Uncharacterized protein	PFLU_3355	Pseudomonas fluorescens (strain SBW25)	62	WP_010210250.1;
C3KD09	unreviewed	C3KD09_PSEFS	LysR family transcriptional regulator	PFLU_3356	Pseudomonas fluorescens (strain SBW25)	308	WP_012724514.1;
C3KD10	unreviewed	C3KD10_PSEFS	Aldo/keto reductase	PFLU_3357	Pseudomonas fluorescens (strain SBW25)	331	WP_012724515.1;
C3KD11	unreviewed	C3KD11_PSEFS	Methyl-accepting chemotaxis receptor protein	PFLU_3358	Pseudomonas fluorescens (strain SBW25)	664	WP_012724516.1;
C3KD12	unreviewed	C3KD12_PSEFS	Polyketide cyclase	PFLU_3359	Pseudomonas fluorescens (strain SBW25)	152	WP_012724517.1;
C3KD13	unreviewed	C3KD13_PSEFS	Exported protein	PFLU_3360	Pseudomonas fluorescens (strain SBW25)	148	WP_012724518.1;
C3KD14	unreviewed	C3KD14_PSEFS	Transmembrane protein	PFLU_3361	Pseudomonas fluorescens (strain SBW25)	147	WP_012724519.1;
C3KD15	unreviewed	C3KD15_PSEFS	Hydrolase	PFLU_3362	Pseudomonas fluorescens (strain SBW25)	333	WP_012724520.1;
C3KD16	unreviewed	C3KD16_PSEFS	2-hydroxyacid dehydrogenase	PFLU_3363	Pseudomonas fluorescens (strain SBW25)	317	WP_012724521.1;
C3KD20	unreviewed	C3KD20_PSEFS	Glycosyl hydrolase	PFLU_3367	Pseudomonas fluorescens (strain SBW25)	916	WP_012724525.1;
C3KD21	unreviewed	C3KD21_PSEFS	Glycogen debranching protein	PFLU_3369	Pseudomonas fluorescens (strain SBW25)	719	
C3KD22	unreviewed	C3KD22_PSEFS	Acyl-CoA dehydrogenase	PFLU_3370	Pseudomonas fluorescens (strain SBW25)	338	
C3KD23	unreviewed	C3KD23_PSEFS	Acetylglucosaminylphosphatidylinositol deacetylase	PFLU_3371	Pseudomonas fluorescens (strain SBW25)	252	WP_012724528.1;
C3KD24	unreviewed	C3KD24_PSEFS	Methyltransferase	PFLU_3372	Pseudomonas fluorescens (strain SBW25)	199	WP_012724529.1;
C3KD25	unreviewed	C3KD25_PSEFS	Glycosyl transferase	PFLU_3373	Pseudomonas fluorescens (strain SBW25)	219	WP_012724530.1;
C3KD26	unreviewed	C3KD26_PSEFS	PIG-L domain-containing protein	PFLU_3374	Pseudomonas fluorescens (strain SBW25)	256	
C3KD27	unreviewed	C3KD27_PSEFS	D-serine/D-alanine/glycine transporter	PFLU_3375	Pseudomonas fluorescens (strain SBW25)	476	
C3KD28	unreviewed	C3KD28_PSEFS	Acetylpolyamine aminohydrolase	PFLU_3376	Pseudomonas fluorescens (strain SBW25)	344	WP_012724533.1;
C3KD29	unreviewed	C3KD29_PSEFS	Transcriptional regulatory protein	PFLU_3377	Pseudomonas fluorescens (strain SBW25)	163	WP_012724534.1;
C3KD30	unreviewed	C3KD30_PSEFS	Ferric alcaligin siderophore receptor	PFLU_3378	Pseudomonas fluorescens (strain SBW25)	720	WP_012724535.1;
C3KD31	unreviewed	C3KD31_PSEFS	Methyl-accepting chemotaxis protein	PFLU_3379	Pseudomonas fluorescens (strain SBW25)	498	WP_012724536.1;
C3KD32	unreviewed	C3KD32_PSEFS	NmrA domain-containing protein	PFLU_3380	Pseudomonas fluorescens (strain SBW25)	289	WP_012724537.1;
C3KD33	unreviewed	C3KD33_PSEFS	LysR-family transcriptional regulator	PFLU_3381	Pseudomonas fluorescens (strain SBW25)	291	WP_012724538.1;
C3KD34	unreviewed	C3KD34_PSEFS	Membrane protein	PFLU_3382	Pseudomonas fluorescens (strain SBW25)	311	
C3KD35	unreviewed	C3KD35_PSEFS	Proline/betaine transporter	PFLU_3383	Pseudomonas fluorescens (strain SBW25)	445	WP_012724540.1;
C3KD36	unreviewed	C3KD36_PSEFS	Membrane protein	PFLU_3384	Pseudomonas fluorescens (strain SBW25)	150	WP_012724541.1;
C3KD37	unreviewed	C3KD37_PSEFS	VOC domain-containing protein	PFLU_3385	Pseudomonas fluorescens (strain SBW25)	118	WP_012724542.1;
C3KD38	unreviewed	C3KD38_PSEFS	Lipoprotein	PFLU_3386	Pseudomonas fluorescens (strain SBW25)	163	
C3KD39	unreviewed	C3KD39_PSEFS	Uncharacterized protein	PFLU_3387	Pseudomonas fluorescens (strain SBW25)	80	WP_012724544.1;
C3KD40	unreviewed	C3KD40_PSEFS	Methyl-accepting chemotaxis protein	PFLU_3388	Pseudomonas fluorescens (strain SBW25)	569	
C3KD41	unreviewed	C3KD41_PSEFS	Uncharacterized protein	PFLU_3389	Pseudomonas fluorescens (strain SBW25)	147	
C3KD42	unreviewed	C3KD42_PSEFS	Uncharacterized protein	PFLU_3390	Pseudomonas fluorescens (strain SBW25)	159	WP_012724547.1;
C3KD43	unreviewed	C3KD43_PSEFS	Oxidoreductase	PFLU_3391	Pseudomonas fluorescens (strain SBW25)	543	WP_012724548.1;
C3KD44	unreviewed	C3KD44_PSEFS	Ferritin-like domain-containing protein	PFLU_3392	Pseudomonas fluorescens (strain SBW25)	354	WP_012724549.1;
C3KD45	unreviewed	C3KD45_PSEFS	ABM domain-containing protein	PFLU_3393	Pseudomonas fluorescens (strain SBW25)	141	WP_012724550.1;
C3KD47	unreviewed	C3KD47_PSEFS	Uncharacterized protein	PFLU_3395	Pseudomonas fluorescens (strain SBW25)	136	WP_012724552.1;
C3KD48	unreviewed	C3KD48_PSEFS	Secreted protein	PFLU_3396	Pseudomonas fluorescens (strain SBW25)	91	
C3KD49	unreviewed	C3KD49_PSEFS	DUF1203 domain-containing protein	PFLU_3397	Pseudomonas fluorescens (strain SBW25)	155	WP_012724554.1;
C3KD50	unreviewed	C3KD50_PSEFS	Membrane protein	PFLU_3398	Pseudomonas fluorescens (strain SBW25)	142	
C3KD51	unreviewed	C3KD51_PSEFS	Betalactamase	PFLU_3399	Pseudomonas fluorescens (strain SBW25)	319	
C3KD52	unreviewed	C3KD52_PSEFS	Uncharacterized protein	PFLU_3400	Pseudomonas fluorescens (strain SBW25)	60	WP_012724557.1;
C3KD53	unreviewed	C3KD53_PSEFS	3-dmu-9_3-mt domain-containing protein	PFLU_3401	Pseudomonas fluorescens (strain SBW25)	160	WP_012724558.1;
C3KD54	unreviewed	C3KD54_PSEFS	Lipase	PFLU_3402	Pseudomonas fluorescens (strain SBW25)	298	WP_012724559.1;
C3KD55	unreviewed	C3KD55_PSEFS	Lipoprotein	PFLU_3403	Pseudomonas fluorescens (strain SBW25)	463	WP_012724560.1;
C3KD59	unreviewed	C3KD59_PSEFS	YcaO domain-containing protein	PFLU_3408	Pseudomonas fluorescens (strain SBW25)	732	WP_012724564.1;
C3KD60	unreviewed	C3KD60_PSEFS	Methyl-accepting chemotaxis protein	PFLU_3409	Pseudomonas fluorescens (strain SBW25)	521	WP_012724565.1;
C3KD61	unreviewed	C3KD61_PSEFS	Exported protein	PFLU_3410	Pseudomonas fluorescens (strain SBW25)	467	WP_012724566.1;
C3KD62	unreviewed	C3KD62_PSEFS	Acetyltransferase	PFLU_3411	Pseudomonas fluorescens (strain SBW25)	158	WP_012724567.1;
C3KD63	unreviewed	C3KD63_PSEFS	PD-(D/E)XK nuclease superfamily protein	PFLU_3412	Pseudomonas fluorescens (strain SBW25)	425	WP_012724568.1;
C3KD64	unreviewed	C3KD64_PSEFS	Serine protease	PFLU_3413	Pseudomonas fluorescens (strain SBW25)	277	WP_012724569.1;
C3KD65	unreviewed	C3KD65_PSEFS	Membrane protein	PFLU_3414	Pseudomonas fluorescens (strain SBW25)	241	WP_012724570.1;
C3KD66	unreviewed	C3KD66_PSEFS	Hydrolase	PFLU_3415	Pseudomonas fluorescens (strain SBW25)	186	WP_012724571.1;
C3KD67	unreviewed	C3KD67_PSEFS	Uncharacterized protein	PFLU_3416	Pseudomonas fluorescens (strain SBW25)	82	
C3KD68	unreviewed	C3KD68_PSEFS	Glutathione-S transferase	PFLU_3417	Pseudomonas fluorescens (strain SBW25)	230	WP_012724573.1;
C3KD69	unreviewed	C3KD69_PSEFS	TetR family transcriptional regulator	PFLU_3418	Pseudomonas fluorescens (strain SBW25)	187	WP_012724574.1;
C3KD70	unreviewed	C3KD70_PSEFS	AMP-binding domain-containing protein	PFLU_3419	Pseudomonas fluorescens (strain SBW25)	351	WP_012724575.1;
C3KD71	unreviewed	C3KD71_PSEFS	High-affinity branched-chain amino acid transport ATP-binding protein	PFLU_3420	Pseudomonas fluorescens (strain SBW25)	258	WP_012724576.1;
C3KD72	unreviewed	C3KD72_PSEFS	Branched-chain amino acid transport system permease	PFLU_3421	Pseudomonas fluorescens (strain SBW25)	293	WP_012724577.1;
C3KD73	unreviewed	C3KD73_PSEFS	Branched-chain amino acid ABC transporter permease	PFLU_3422	Pseudomonas fluorescens (strain SBW25)	355	WP_012724578.1;
C3KD74	unreviewed	C3KD74_PSEFS	Exported protein	PFLU_3423	Pseudomonas fluorescens (strain SBW25)	443	WP_012724579.1;
C3KD75	unreviewed	C3KD75_PSEFS	Nitrite reductase (EC) (EC 1.7.1.4) (Putative nitrite reductase)	PFLU_3424	Pseudomonas fluorescens (strain SBW25)	120	
C3KD78	unreviewed	C3KD78_PSEFS	Methyl-accepting chemotaxis protein	PFLU_3427	Pseudomonas fluorescens (strain SBW25)	645	WP_012724583.1;
C3KD79	unreviewed	C3KD79_PSEFS	NTP_transf_2 domain-containing protein	PFLU_3428	Pseudomonas fluorescens (strain SBW25)	250	
C3KD80	unreviewed	C3KD80_PSEFS	Cell division protein ZipA	PFLU_3429	Pseudomonas fluorescens (strain SBW25)	159	WP_012724585.1;
C3KD81	unreviewed	C3KD81_PSEFS	UV damage endonuclease UvsE	PFLU_3430	Pseudomonas fluorescens (strain SBW25)	343	WP_012724586.1;
C3KD82	unreviewed	C3KD82_PSEFS	Glutamate dehydrogenase (EC)	PFLU_3504	Pseudomonas fluorescens (strain SBW25)	1619	WP_012724656.1;
C3KD83	unreviewed	C3KD83_PSEFS	Uncharacterized protein	PFLU_3505	Pseudomonas fluorescens (strain SBW25)	117	WP_012724657.1;
C3KD84	unreviewed	C3KD84_PSEFS	DUF4381 domain-containing protein	PFLU_3508	Pseudomonas fluorescens (strain SBW25)	164	WP_012724659.1;
C3KD85	unreviewed	C3KD85_PSEFS	Exported protein	PFLU_3509	Pseudomonas fluorescens (strain SBW25)	362	WP_012724660.1;
C3KD86	unreviewed	C3KD86_PSEFS	Transmembrane protein	PFLU_3510	Pseudomonas fluorescens (strain SBW25)	579	WP_012724661.1;
C3KD87	unreviewed	C3KD87_PSEFS	Exported protein	PFLU_3511	Pseudomonas fluorescens (strain SBW25)	546	WP_012724662.1;
C3KD88	unreviewed	C3KD88_PSEFS	Exported protein	PFLU_3515	Pseudomonas fluorescens (strain SBW25)	41	
C3KD89	unreviewed	C3KD89_PSEFS	Exported protein	PFLU_3516	Pseudomonas fluorescens (strain SBW25)	59	WP_010210027.1;
C3KD90	unreviewed	C3KD90_PSEFS	Membrane protein	PFLU_3521	Pseudomonas fluorescens (strain SBW25)	791	WP_012724670.1;
C3KD91	unreviewed	C3KD91_PSEFS	Transport-related membrane protein	PFLU_0210	Pseudomonas fluorescens (strain SBW25)	239	
C3KD93	unreviewed	C3KD93_PSEFS	Alpha/beta hydrolase	PFLU_0213	Pseudomonas fluorescens (strain SBW25)	193	WP_012721647.1;
C3KD94	unreviewed	C3KD94_PSEFS	Sigma-54 dependent regulatory protein	PFLU_0214	Pseudomonas fluorescens (strain SBW25)	306	WP_012721648.1;
C3KD95	unreviewed	C3KD95_PSEFS	Exported protein	PFLU_0215	Pseudomonas fluorescens (strain SBW25)	260	WP_012721649.1;
C3KD96	unreviewed	C3KD96_PSEFS	Plasmid stabilization protein	PFLU_0218	Pseudomonas fluorescens (strain SBW25)	97	
C3KD97	unreviewed	C3KD97_PSEFS	RHH_1 domain-containing protein	PFLU_0219	Pseudomonas fluorescens (strain SBW25)	90	WP_012721651.1;
C3KD99	unreviewed	C3KD99_PSEFS	Amino acid transportsystem, membrane protein	PFLU_0227	Pseudomonas fluorescens (strain SBW25)	221	WP_012721652.1;
C3KDA0	unreviewed	C3KDA0_PSEFS	Amino acid ABC transport-system, membrane protein	PFLU_0228	Pseudomonas fluorescens (strain SBW25)	219	WP_012721653.1;
C3KDA1	unreviewed	C3KDA1_PSEFS	Glutamate ABC transport system, ATP-binding protein	gluA PFLU_0229	Pseudomonas fluorescens (strain SBW25)	258	WP_012721654.1;
C3KDA2	unreviewed	C3KDA2_PSEFS	Amino acid ABC transport system, substrate-binding protein	PFLU_0230	Pseudomonas fluorescens (strain SBW25)	284	WP_012721655.1;
C3KDA3	unreviewed	C3KDA3_PSEFS	Lipopolysaccharide core biosynthesis protein	PFLU_0466	Pseudomonas fluorescens (strain SBW25)	244	WP_012721866.1;
C3KDA4	unreviewed	C3KDA4_PSEFS	Lipopolysaccharide biosynthesis-related protein	PFLU_0467	Pseudomonas fluorescens (strain SBW25)	250	WP_012721867.1;
C3KDA5	unreviewed	C3KDA5_PSEFS	3-deoxy-D-manno-octulosonic acid kinase	PFLU_0468	Pseudomonas fluorescens (strain SBW25)	483	WP_012721868.1;
C3KDA6	unreviewed	C3KDA6_PSEFS	ABC transport system, periplasmic substrate-binding protein	PFLU_0469	Pseudomonas fluorescens (strain SBW25)	326	WP_012721869.1;
C3KDA7	unreviewed	C3KDA7_PSEFS	ABC transport system, permease protein	PFLU_0471	Pseudomonas fluorescens (strain SBW25)	308	WP_012721870.1;
C3KDA8	unreviewed	C3KDA8_PSEFS	Lipoprotein	PFLU_0472	Pseudomonas fluorescens (strain SBW25)	462	WP_012721871.1;
C3KDA9	unreviewed	C3KDA9_PSEFS	TonB-dependent exported protein	PFLU_0473	Pseudomonas fluorescens (strain SBW25)	701	WP_012721872.1;
C3KDB0	unreviewed	C3KDB0_PSEFS	Membrane protein	PFLU_0474	Pseudomonas fluorescens (strain SBW25)	125	WP_012721873.1;
C3KDB1	unreviewed	C3KDB1_PSEFS	Carbamoyltransferase	PFLU_0475	Pseudomonas fluorescens (strain SBW25)	585	WP_003187998.1;
C3KDB2	unreviewed	C3KDB2_PSEFS	GNAT family N-acetyltransferase	PFLU_0476	Pseudomonas fluorescens (strain SBW25)	298	WP_012721874.1;
C3KDB3	unreviewed	C3KDB3_PSEFS	N-acetylglucosaminylphosphatidylinositol deacetylase (EC) (EC 3.5.1.89) (Putative deacetylase)	PFLU_0477	Pseudomonas fluorescens (strain SBW25)	475	
C3KDB4	unreviewed	C3KDB4_PSEFS	Glycosyl transferase	PFLU_0478	Pseudomonas fluorescens (strain SBW25)	382	WP_012721876.1;
C3KDB5	unreviewed	C3KDB5_PSEFS	Glycosyl transferase	PFLU_0479	Pseudomonas fluorescens (strain SBW25)	293	WP_012721877.1;
C3KDB6	unreviewed	C3KDB6_PSEFS	Membrane protein	PFLU_0480	Pseudomonas fluorescens (strain SBW25)	651	
C3KDB7	unreviewed	C3KDB7_PSEFS	ATP-dependent lipid A-core flippase ) (Lipid A export ATP-binding/permease protein)	msbA PFLU_0481	Pseudomonas fluorescens (strain SBW25)	601	WP_012721879.1;
C3KDB9	unreviewed	C3KDB9_PSEFS	Lipopolysaccharide biosynthesis-related epimerase/dehydratase	PFLU_0483	Pseudomonas fluorescens (strain SBW25)	308	WP_012721881.1;
C3KDC0	unreviewed	C3KDC0_PSEFS	Metal ABC transporter ATPase	PFLU_0485	Pseudomonas fluorescens (strain SBW25)	319	WP_012721882.1;
C3KDC1	unreviewed	C3KDC1_PSEFS	Oxidoreductase	PFLU_0486	Pseudomonas fluorescens (strain SBW25)	270	WP_012721883.1;
C3KDC4	unreviewed	C3KDC4_PSEFS	Beta-barrel assembly-enhancing protease	PFLU_0735	Pseudomonas fluorescens (strain SBW25)	574	WP_012722108.1;
C3KDD1	unreviewed	C3KDD1_PSEFS	Fe-S-oxidoreductase	PFLU_0743	Pseudomonas fluorescens (strain SBW25)	112	
C3KDD2	unreviewed	C3KDD2_PSEFS	Membrane protein	PFLU_0744	Pseudomonas fluorescens (strain SBW25)	159	WP_012722116.1;
C3KDD3	unreviewed	C3KDD3_PSEFS	Cyclopropane-fatty-acyl-phospholipid synthase	PFLU_0745	Pseudomonas fluorescens (strain SBW25)	423	WP_012722117.1;
C3KDD4	unreviewed	C3KDD4_PSEFS	DUF1365 domain-containing protein	PFLU_0746	Pseudomonas fluorescens (strain SBW25)	269	WP_012722118.1;
C3KDD5	unreviewed	C3KDD5_PSEFS	Putatite oxidoreductase	PFLU_0747	Pseudomonas fluorescens (strain SBW25)	415	WP_012722119.1;
C3KDE1	unreviewed	C3KDE1_PSEFS	Uncharacterized protein	PFLU_0954	Pseudomonas fluorescens (strain SBW25)	157	WP_012722301.1;
C3KDE2	unreviewed	C3KDE2_PSEFS	Uncharacterized protein	PFLU_0955	Pseudomonas fluorescens (strain SBW25)	310	
C3KDE4	unreviewed	C3KDE4_PSEFS	Exported protein	PFLU_0957	Pseudomonas fluorescens (strain SBW25)	440	WP_012722304.1;
C3KDE7	unreviewed	C3KDE7_PSEFS	Conserved membrane protein	PFLU_0960	Pseudomonas fluorescens (strain SBW25)	1031	WP_012722307.1;
C3KDE8	unreviewed	C3KDE8_PSEFS	Exported protein	PFLU_0961	Pseudomonas fluorescens (strain SBW25)	388	WP_012722308.1;
C3KDE9	unreviewed	C3KDE9_PSEFS	Phage tail-related protein	PFLU_1178	Pseudomonas fluorescens (strain SBW25)	388	WP_012722510.1;
C3KDF0	unreviewed	C3KDF0_PSEFS	Phage tail-related protein	PFLU_1179	Pseudomonas fluorescens (strain SBW25)	168	WP_012722511.1;
C3KDF1	unreviewed	C3KDF1_PSEFS	Phage tail assembly protein	PFLU_1180	Pseudomonas fluorescens (strain SBW25)	190	WP_012722512.1;
C3KDF2	unreviewed	C3KDF2_PSEFS	Phage protein	PFLU_1181	Pseudomonas fluorescens (strain SBW25)	41	
C3KDF3	unreviewed	C3KDF3_PSEFS	Tail tape measure protein	PFLU_1182	Pseudomonas fluorescens (strain SBW25)	383	WP_012722514.1;
C3KDF4	unreviewed	C3KDF4_PSEFS	Phage-related protein	PFLU_1183	Pseudomonas fluorescens (strain SBW25)	128	
C3KDF5	unreviewed	C3KDF5_PSEFS	Phage-related tail protein X	PFLU_1184	Pseudomonas fluorescens (strain SBW25)	70	WP_012722516.1;
C3KDF6	unreviewed	C3KDF6_PSEFS	Phage-related tail protein	PFLU_1185	Pseudomonas fluorescens (strain SBW25)	336	WP_012722517.1;
C3KDF7	unreviewed	C3KDF7_PSEFS	Glyco_hydro_19_cat domain-containing protein	PFLU_1186	Pseudomonas fluorescens (strain SBW25)	186	
C3KDF8	unreviewed	C3KDF8_PSEFS	Lysis protein	PFLU_1187	Pseudomonas fluorescens (strain SBW25)	166	WP_012722519.1;
C3KDF9	unreviewed	C3KDF9_PSEFS	CinA domain-containing protein	PFLU_1188	Pseudomonas fluorescens (strain SBW25)	166	WP_012722520.1;
C3KDG3	unreviewed	C3KDG3_PSEFS	Exported protein	PFLU_1192	Pseudomonas fluorescens (strain SBW25)	142	
